Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),,sub(pm10),sub(pm2.5),so2(sub),sub(no2),(sub)nh3,check(pm10),check(pm2.5),check(s02),check(no2),check(nh3),AQI
07-11-2023,21.74496528,45.2684375,24.75013889,2.424236111,27.16496528,10.52982639,24.76881944,0.84375,31.62163194,0.510590278,,0.04,0.161736111,28.99,72.92697917,0.947395833,218.625,,,,45,36,31,3,3,1,1,1,1,1,45
08-11-2023,27.82520833,61.88447917,24.74690972,2.236909722,26.97159722,10.42427083,25.12065972,0.905381944,31.88128472,0.564861111,,0.401215278,0.59875,28.99,75.201875,0.947118056,218.2343056,,,,62,46,31,3,3,1,1,1,1,1,62
09-11-2023,25.63114583,55.31791667,26.89916667,2.361979167,29.25010417,9.805208333,24.90895833,0.8453125,31.24333333,0.600208333,,0.264895833,0.637604167,28.99,75.58333333,0.940138889,209.0636111,,,,55,43,31,3,2,1,1,1,1,1,55
10-11-2023,37.07097222,72.6684375,23.49444444,2.602291667,26.08697917,9.303055556,24.81625,0.842256944,31.79236111,0.511805556,,0.11625,0.260347222,28.99,73.10576389,0.949097222,238.7994792,,,,73,62,31,3,2,1,1,1,1,1,73
11-11-2023,49.54337121,95.27948413,25.83287879,1.739280303,27.56310606,9.916060606,25.18727273,0.862613636,31.72068182,0.465227273,,0.207575758,0.397045455,28.99,73.94731061,0.949545455,225.4524621,,,,95,83,31,2,2,1,1,1,1,1,95
12-11-2023,73.97434783,148.4042708,21.32986111,1.498298611,22.81899306,8.378506944,25.01368056,0.857951389,31.75576389,0.591944444,,0.2121875,0.344791667,28.99,69.72357639,0.937743056,233.2747917,,,,132,147,31,2,2,1,1,1,1,1,147
13-11-2023,88.15381944,163.2981597,17.6653125,2.130347222,19.78614583,7.601076389,24.79746528,0.938020833,32.04934028,0.660381944,,0.065208333,0.369618056,28.99,71.24673611,0.947881944,248.5855208,,,,142,194,31,3,2,1,1,1,1,1,194
14-11-2023,88.81993056,161.2940625,21.43753472,1.674131944,23.10288194,9.575520833,25.01864583,0.891180556,31.74232639,0.629791667,,0.086041667,0.253090278,28.99,68.74538194,0.943854167,245.6351736,,,,141,196,31,2,2,1,1,1,1,1,196
15-11-2023,100.1751042,181.8127083,17.08847222,2.161076389,19.24020833,8.468993056,24.82291667,0.983055556,31.95166667,0.654340278,,0.271180556,0.338993056,28.99,68.89920139,0.946388889,244.56,,,,155,234,31,3,2,1,1,1,1,1,234
16-11-2023,95.75181373,176.0681863,13.3752451,2.625147059,15.99102941,7.491127451,24.63401961,1.070637255,32.30897059,0.689607843,,14.54745098,27.92117647,28.99,69.67573529,0.937745098,214.6682843,,,,151,219,31,3,2,1,1,1,1,1,219
17-11-2023,95.26010417,172.0539931,19.46322917,1.9796875,21.43215278,10.60038194,25.02694444,1.041493056,31.84861111,0.717881944,,32.05347222,67.95659722,28.99,72.85104167,0.932118056,196.9390625,,,,148,218,31,2,3,1,1,1,1,1,218
18-11-2023,68.98871528,117.0441667,17.90291667,2.130625,20.02423611,10.27128472,24.93677083,0.9684375,31.67180556,0.498263889,,21.88052083,50.18315972,28.99,74.12986111,0.941354167,220.9671875,,,,111,130,31,3,3,1,1,1,1,1,130
19-11-2023,46.06291667,80.426875,19.85909091,1.934545455,21.78405303,11.73329545,25.07560606,0.943181818,31.84128788,0.503257576,,20.9144697,48.41962121,28.99,72.5967803,0.938939394,219.9330682,,,,80,77,31,2,3,1,1,1,1,1,80
20-11-2023,44.90902174,94.26108696,14.81215278,2.867013889,17.67017361,8.693819444,19.79809028,1.090381944,31.3278125,2.300763889,,13.88586806,31.91322917,28.99,70.31972222,0.945,229.4474653,,,,94,75,25,4,2,1,1,1,1,1,94
21-11-2023,48.9459375,98.90385417,17.48871528,2.365763889,19.84506944,9.203333333,11.86305556,0.932986111,31.52131944,0.715555556,,11.77041667,28.72517361,28.99,69.39246528,0.946111111,244.7698958,,,,99,82,15,3,2,1,1,1,1,1,99
22-11-2023,41.74236111,84.83375,17.9834375,2.098958333,20.07239583,10.02559028,11.94760417,0.930381944,31.60180556,0.647291667,,13.19777778,32.2909375,28.99,73.02767361,0.936319444,208.4203125,,,,85,70,15,3,3,1,1,1,1,1,85
23-11-2023,34.21631944,66.93666667,17.22076389,2.099826389,19.31013889,10.16194444,11.93263889,0.887951389,31.54565972,0.579861111,,11.48204861,28.60746528,28.99,74.25559028,0.930833333,190.2959375,,,,67,57,15,3,3,1,1,1,1,1,67
24-11-2023,30.02818841,68.06125,17.96944444,1.972916667,19.93236111,11.12847222,11.99534722,0.883611111,31.45295139,0.508333333,,9.490451389,24.27652778,28.99,75.87708333,0.938368056,205.4169444,,,,68,50,15,2,3,1,1,1,1,1,68
25-11-2023,33.650625,69.13,16.45604167,2.429027778,18.87628472,11.11333333,10.07260417,0.907986111,31.56486111,0.490659722,,9.2790625,23.66743056,28.99,72.52149306,0.940798611,222.3419792,,,,69,56,13,3,3,1,1,1,1,1,69
26-11-2023,38.1225,77.89604167,19.29489583,2.510520833,21.79635417,13.259375,9.076875,0.897222222,31.61604167,0.4709375,,11.21923611,28.07038194,28.99,70.16618056,0.948402778,245.3661111,,,,78,64,11,3,3,1,1,1,1,1,78
27-11-2023,41.94774306,86.25447917,16.06246528,2.754340278,18.80600694,12.09822917,7.938090278,0.990902778,31.68947917,0.636319444,,10.13572917,25.14958333,28.99,69.56357639,0.941666667,227.5509028,,,,86,70,10,3,3,1,1,1,1,1,86
28-11-2023,38.62947917,78.36760417,13.8584375,3.087152778,16.93579861,11.51142361,7.2303125,0.975451389,31.77131944,1.285694444,,10.45680556,24.47638889,28.99,71.05760417,0.938402778,224.3846875,,,,78,64,9,4,3,1,1,1,1,1,78
29-11-2023,38.38125,80.78083333,12.88270833,3.349305556,16.22097222,11.51322917,6.885625,0.988541667,31.68340278,0.604305556,,8.703993056,21.52041667,28.96138889,71.44354167,0.939826389,226.5577431,,,,81,64,9,4,3,1,1,1,1,1,81
30-11-2023,24.54298611,51.63760417,12.911875,3.355347222,16.25704861,11.94225694,6.744791667,0.912395833,31.68479167,0.490625,,7.995034722,20.8128125,28.94,70.94663194,0.926666667,197.1746528,,,,52,41,8,4,3,1,1,1,1,1,52
01-12-2023,23.16392361,52.28854167,11.60614583,3.705104167,15.30163194,11.59666667,6.233958333,0.880659722,31.54322917,0.496909722,,6.818993056,17.36375,28.94,71.31618056,0.943368056,229.1708333,,,,52,39,8,5,3,1,1,1,1,1,52
02-12-2023,55.28895833,129.1253472,7.165833333,2.668125,9.830729167,11.3953125,7.747083333,0.410868056,24.72652778,0.16625,,1.867118056,4.690659722,26.4234375,73.18791667,0.965277778,154.1908681,,,,119,92,10,3,3,1,1,1,1,1,119
03-12-2023,40.76032609,89.49532609,18.68923611,3.161631944,21.84184028,11.0453125,14.6584375,0.694895833,29.4790625,0.442395833,,7.592326389,18.92347222,28.07614583,69.29909722,0.940208333,192.4284722,,,,89,68,18,4,3,1,1,1,1,1,89
04-12-2023,39.865625,85.74552083,18.2003125,3.232604167,21.4221875,10.52270833,15.22729167,0.861840278,31.62708333,0.894756944,,7.864375,19.32302083,28.94,70.82732639,0.928020833,200.4892014,,,,86,66,19,4,3,1,1,1,1,1,86
05-12-2023,39.00072917,86.30229167,21.26572917,3.866354167,25.12270833,11.544375,16.6478125,0.890972222,31.34354167,1.407430556,,8.004201389,19.05052083,28.94,71.1175,0.930520833,213.2794444,,,,86,65,21,5,3,1,1,1,1,1,86
06-12-2023,49.35554348,94.82043478,26.5375,3.7575,30.28444444,8.31375,16.59444444,0.870277778,31.61746528,0.696458333,,8.768298611,21.65336806,28.94,71.82784722,0.940868056,213.0579514,,,,95,82,21,5,2,1,1,1,1,1,95
07-12-2023,51.90635417,105.1461458,27.48947917,4.039375,31.51947917,8.567291667,16.62760417,0.892916667,31.36663194,0.938645833,,8.137395833,20.16263889,28.94,70.65336806,0.935972222,221.1588194,,,,103,87,21,5,2,1,1,1,1,1,103
08-12-2023,46.42079365,87.43825397,30.10291667,3.573784722,33.66486111,9.179131944,18.16166667,0.881979167,31.70430556,1.071736111,,7.999340278,14.51402778,28.94,70.82895833,0.937326389,218.6198958,,,,87,77,23,4,2,1,1,1,1,1,87
09-12-2023,47.10177083,85.94177083,28.91885417,3.769583333,32.6790625,8.968958333,16.97541667,0.8859375,31.37138889,1.618402778,,10.36684028,8.0675,28.94,72.29222222,0.937152778,211.5090625,,,,86,79,21,5,2,1,1,1,1,1,86
10-12-2023,22.40791667,43.266875,34.39208333,2.981458333,37.36322917,10.25989583,18.52239583,0.747048611,31.01625,0.437638889,,10.02760417,8.317118056,28.94,74.1365625,0.932534722,195.8035069,,,,43,37,23,4,3,1,1,1,1,1,43
11-12-2023,26.16774306,59.12520833,31.94,3.105694444,35.03743056,9.649965278,17.66065972,0.801631944,30.86079861,0.486666667,,8.382395833,7.259861111,28.94,74.80763889,0.940520833,215.3023958,,,,59,44,22,4,2,1,1,1,1,1,59
12-12-2023,36.99659722,65.06141304,30.74510417,3.190659722,33.9253125,9.266388889,17.38961806,0.839791667,31.19569444,0.633958333,,7.823645833,6.764722222,28.94,74.70635417,0.923541667,190.0033681,,,,65,62,22,4,2,1,1,1,1,1,65
13-12-2023,42.61572917,72.58295139,29.55173611,3.680277778,33.22402778,9.022152778,17.27649306,0.876493056,31.48208333,1.1728125,,7.280416667,6.304652778,28.94,72.41715278,0.946180556,240.3440625,,,,73,71,22,5,2,1,1,1,1,1,73
14-12-2023,60.02402174,106.1721875,31.76114583,3.656770833,35.408125,9.6878125,17.78666667,0.900520833,31.3671875,0.997638889,,7.509930556,6.221041667,28.94,69.21454861,0.942604167,246.4513889,,,,104,100,22,5,2,1,1,1,1,1,104
15-12-2023,56.68614583,95.7084375,27.87421053,3.251212121,30.93916667,6.909236111,18.34510417,0.921284722,31.53944444,0.990659722,,7.886770833,6.582083333,28.94,69.61333333,0.938680556,228.5253472,,,,96,94,23,4,2,1,1,1,1,1,96
16-12-2023,47.7375,89.55057692,21.07089286,3.766785714,23.83732143,6.886785714,27.16470238,1.128035714,30.31797619,1.845952381,,5.295,4.318452381,28.94,69.14333333,0.929583333,202.7058333,,,,90,80,34,5,2,1,1,1,1,1,90
17-12-2023,41.75875,70.42020833,31.34739583,2.907326389,33.25416667,9.129583333,16.92545139,0.949201389,30.60538194,1.096145833,,8.378854167,7.107291667,28.94,71.94774306,0.943125,237.9195833,,,,70,70,21,4,2,1,1,1,1,1,70
18-12-2023,43.92625,62.35897727,26.33206522,3.038913043,28.37115942,8.201666667,18.1998913,0.948333333,30.69793478,0.615471014,,6.606449275,5.680326087,28.94,69.53394928,0.947862319,251.8350362,,,,62,73,23,4,2,1,1,1,1,1,73
19-12-2023,54.66381944,76.640625,26.71027778,3.645868056,29.35628472,8.270347222,15.93899306,0.927881944,30.84270833,0.602673611,,7.062256944,5.694340278,28.94,68.29965278,0.937395833,231.9351736,,,,77,91,20,5,2,1,1,1,1,1,91
20-12-2023,67.504625,85.50388889,26.22663043,4.348333333,29.57492754,8.160905797,15.96876812,0.943369565,30.81054348,6.208224638,,4.604963768,3.092427536,28.94,67.565,0.938188406,240.4108696,,,,86,125,20,5,2,1,1,1,1,1,125
21-12-2023,37.76916667,77.55572917,28.78121528,3.9328125,31.71097222,8.780416667,16.32291667,0.9346875,30.88395833,2.093402778,,1.948402778,0.677430556,28.94,69.75878472,0.930243056,207.5070833,,,,78,63,20,5,2,1,1,1,1,1,78
22-12-2023,39.06864583,80.47541667,27.36010417,4.190243056,30.54694444,8.558298611,16.29631944,0.962083333,30.90243056,0.764513889,,1.747881944,0.6834375,28.94,71.22663194,0.939097222,215.941875,,,,80,65,20,5,2,1,1,1,1,1,80
23-12-2023,49.02583333,89.2896875,28.57229167,3.928229167,31.50052083,8.800833333,16.33364583,0.965833333,30.98954861,0.778402778,,1.576944444,0.654131944,28.94,70.62100694,0.931597222,204.8970139,,,,89,82,20,5,2,1,1,1,1,1,89
24-12-2023,64.64829861,96.8675,34.79892361,3.442222222,37.24163194,10.33208333,17.25239583,0.9465625,30.85239583,0.778055556,,1.481597222,0.620555556,28.94,69.81135417,0.946215278,245.0817708,,,,97,115,22,4,3,1,1,1,1,1,115
25-12-2023,48.826875,82.90486111,34.91413194,3.371840278,37.28711806,10.33215278,17.24899306,0.947708333,30.76777778,0.790243056,,1.624965278,0.682673611,28.94,69.83690972,0.943472222,247.0042014,,,,83,81,22,4,3,1,1,1,1,1,83
26-12-2023,33.98760417,74.15572917,26.72916667,4.204583333,29.93416667,8.335625,15.87229167,0.972291667,31.0434375,0.693645833,,1.385104167,0.557916667,28.94,68.57506944,0.940277778,237.0475347,,,,74,57,20,5,2,1,1,1,1,1,74
27-12-2023,28.63893939,72.9365625,24.24514706,5.030588235,28.27264706,7.74995098,15.800625,0.973578431,30.59215686,0.638186275,,1.140539216,0.452941176,28.94,62.08509804,0.920343137,218.979902,,,,73,48,20,6,2,1,1,1,1,1,73
28-12-2023,36.41263158,64.77364035,32.84070833,3.521541667,35.3615,9.913833333,18.21454167,0.987458333,30.66366667,0.770375,,1.348208333,0.538958333,28.94,67.99895833,0.941458333,246.64325,,,,65,61,23,4,2,1,1,1,1,1,65
29-12-2023,29.39810606,49.53443182,29.01565972,3.915034722,31.9284375,8.858923611,16.44600694,0.978229167,30.85590278,0.699097222,,1.326770833,0.531875,28.94,67.41246528,0.959236111,251.8836111,,,,50,49,21,5,2,1,1,1,1,1,50
30-12-2023,21.03510417,45.56395833,30.52826389,4.248090278,33.77635417,9.298055556,16.77795139,0.909479167,31.29572917,0.574895833,,1.421527778,0.585902778,28.94,67.08940972,0.946770833,240.5747222,,,,46,35,21,5,2,1,1,1,1,1,46
31-12-2023,31.9996875,46.80729167,39.0840625,3.4240625,41.50791667,11.43302083,18.31625,0.856875,30.9309375,0.655069444,,1.762118056,0.723888889,28.94,69.60836806,0.936875,218.8797222,,,,47,53,23,4,3,1,1,1,1,1,53
01-01-2024,71.79,144.17,3.96,36.96,20.99,,,0.37,44.26,7.62,9.89,0.69,2.13,24.04,67.81,1.35,71.29,67.06,1001,,129,139,0,46,0,1,1,0,1,0,139
01-02-2024,64.05,119.57,3.1,19.36,11.76,,,0.57,48.02,1.9,0.9,0.06,0.21,22.18,75.44,0.95,102.09,67.32,1001,,113,114,0,24,0,1,1,0,1,0,114
01-03-2024,51.29,127.19,4.75,25.21,15.84,,,0.49,30.59,9.51,16.63,0.9,2.57,21.61,67.99,1.26,100.79,73.66,1001,,118,85,0,32,0,1,1,0,1,0,118
01-04-2024,53.07,127.23,4.83,28.44,17.47,,,0.42,29.51,7.46,7.94,0.33,1.31,21.32,65.28,1.06,99.61,75.23,1001,,118,88,0,36,0,1,1,0,1,0,118
01-05-2024,58.06,127.47,9.63,34.51,24.02,,,0.51,29.89,8.11,13.16,1.07,3.53,21.39,58.17,1.41,84.31,74.5,1001,,118,97,0,43,0,1,1,0,1,0,118
01-06-2024,50.26,104.6,3.14,22.23,13.19,,,0.39,34.28,12.23,30.51,1.39,3.4,20.21,63.33,1.3,95.29,74.86,1001,,103,84,0,28,0,1,1,0,1,0,103
01-07-2024,47.54,104.35,2.86,16.71,10.29,,,0.42,49.26,2.4,7.5,0.49,0.5,21.23,67.4,1.34,98.32,69.89,1001,,103,79,0,21,0,1,1,0,1,0,103
01-08-2024,54.13,111.92,4.14,25.06,15.31,,,0.52,51.34,1.3,8.58,0.57,0.59,22.63,74.25,1.78,79.74,61.98,1001,,108,90,0,31,0,1,1,0,1,0,108
01-09-2024,61.67,139.61,4.09,37.13,21.17,,,0.41,41.38,0.73,3.84,0.49,0.32,24.24,63.4,2.89,50.54,58.94,1001,,126,106,0,46,0,1,1,0,1,0,126
01-10-2024,59.88,129.13,4.23,26.23,15.95,,,0.44,46.69,2.01,7.58,0.52,0.61,22.91,68.96,1.43,87.35,65.1,1001,,119,100,0,33,0,1,1,0,1,0,119
01-11-2024,54.33,117.3,8.04,33.93,22.56,,,0.61,47.67,0.79,3.59,0.54,0.33,23.8,67.81,0.69,94.83,72.74,1001,,112,91,0,42,0,1,1,0,1,0,112
01-12-2024,54.86,125.04,7.32,41.92,25.92,,,0.52,33.86,0.81,3.44,0.51,0.26,24.91,62.31,1.4,75.46,74.77,1001,,117,91,0,52,0,1,1,0,1,0,117
13-01-2024,49.97,134.31,13.1,49.97,34.15,,,0.54,21.41,0.91,4.97,0.52,0.37,25.07,49.68,2.61,138.18,75,1001,,123,83,0,62,0,1,1,0,1,0,123
14-01-2024,54.04,128.95,7.24,42.02,25.9,,,0.39,18.87,2.46,23.47,4.27,3.04,23.91,35.69,2.87,70.79,79.67,1001,,119,90,0,53,0,1,1,0,1,0,119
15-01-2024,53.59,133.49,9.05,42.57,27.52,,,0.44,27.08,1.03,5.46,0.53,0.55,23.73,40.01,1.22,148.52,76.63,1001,,122,89,0,53,0,1,1,0,1,0,122
16-01-2024,64.14,152.77,13.14,48.4,33.42,,,0.52,26.66,0.76,3.58,4.43,0.26,23.57,41.44,1.81,151.88,74.3,1001,,135,114,0,61,0,1,1,0,1,0,135
17-01-2024,68.9,167.29,17.38,57.5,41.02,,,0.49,27.4,2.46,44.53,39.69,0.5,23.41,49.28,1.65,99.61,70.39,1001,,145,130,0,72,0,1,1,0,1,0,145
18-01-2024,52.37,143.78,8.71,44.59,28.25,,,0.47,29.44,1.41,17.4,11.29,1.5,23.86,50.06,1.51,68.42,73.1,1001,,129,87,0,56,0,1,1,0,1,0,129
19-01-2024,46.97,116.72,6.15,40.03,24.43,,,0.47,26.47,1.66,39.86,4.48,0.25,23.61,44.66,1.35,88.15,64.42,1001,,111,78,0,50,0,1,1,0,1,0,111
20-01-2024,62.14,135.64,3.6,35.17,20.73,,,0.43,26.48,0.9,20,1.28,4.02,23.1,39.21,2.23,66.29,75.99,1001,,124,107,0,44,0,1,1,0,1,0,124
21-01-2024,42.19,106.74,7.52,35.67,24.02,,,0.62,30.86,0.97,14.87,1.39,5.27,22.87,39.5,0.93,97.6,76.51,1001,,104,70,0,45,0,1,1,0,1,0,104
22-01-2024,85,218.77,18.32,47.04,37.62,,,0.68,22.1,5.09,26.06,12.32,22.64,22.9,36.97,0.85,82.95,78.7,1001,,179,183,0,59,0,1,1,0,1,0,183
23-01-2024,91.24,232.31,17.1,53.16,39.7,,,0.61,21.23,3.75,17.21,8.59,8.9,23.09,37.86,1.42,83.78,75.81,1001,,188,204,0,66,0,1,1,0,1,0,204
24-01-2024,60.03,160.85,16.13,51.58,38.2,,,0.65,19.31,3.96,22.54,10.87,7.32,23.49,42.44,1.18,91.69,77.6,1001,,141,100,0,64,0,1,1,0,1,0,141
25-01-2024,57.46,156.65,11.19,50.38,33.93,,,0.6,22.78,3.66,14.19,6.35,3.91,23.73,38.82,0.97,107.23,75.08,1001,,138,96,0,63,0,1,1,0,1,0,138
26-01-2024,49.26,130.48,8.69,46.24,30.04,,,0.6,23.98,2.67,11.19,4.09,2.68,23.75,40.15,0.81,85.64,79.8,1001,,120,82,0,58,0,1,1,0,1,0,120
27-01-2024,50.55,139.08,9.58,49.61,32.36,,,0.63,31.6,2.79,8.69,2.81,2.26,24.68,39.85,0.85,95.68,77.07,1001,,126,84,0,62,0,1,1,0,1,0,126
28-01-2024,69.18,242.59,20.49,65.45,48.22,,,0.84,31.14,3.32,13.06,2.85,3.07,24.94,41.65,1.34,162.83,74.52,1001,,195,131,0,82,0,1,1,0,1,0,195
29-01-2024,56.09,161.36,6.5,40.54,25.63,,,0.51,35.38,1.7,7.2,1.58,2.75,24.64,41.05,3.8,80.48,75.91,1001,,141,93,0,51,0,1,1,0,1,0,141
30-01-2024,58.03,158.75,4.18,46.55,26.83,,,0.64,43.13,2.06,18.39,5.91,2.53,25.28,49.43,1.41,134.11,73.88,1001,,139,97,0,58,0,1,1,0,1,0,139
31-01-2024,57.66,133.92,12.14,46.26,32.63,,12,0.7,47.45,4.12,31.7,11.05,4.82,25.09,54.15,2.56,115.7,62.51,1001,,123,96,15,58,0,1,1,1,1,0,123
02-01-2024,40.23,99.6,12.32,32.92,26.25,,,0.79,47.96,4.81,32.98,14.73,5.12,25.29,62.1,3.16,258.41,76.78,1001,,100,67,0,41,0,1,1,0,1,0,100
02-02-2024,54.81,118.8,23.01,58.58,46.74,,16.25,0.77,38.62,7.54,46.25,17.4,7.48,26.61,52.79,0.72,161.67,79.33,1001,,113,91,20,73,0,1,1,1,1,0,113
02-03-2024,63.04,152.46,25.91,59.74,49.48,,44.79,0.79,39.52,9.23,59.4,22.66,10.09,27.08,45.9,0.72,138.3,75.29,1001,,135,110,56,75,0,1,1,1,1,0,135
02-04-2024,63.99,170.78,17.63,50.07,38.58,,45.16,0.54,48.2,6.32,43.78,17.26,8.28,27.77,47.12,2.77,165.08,74.42,1001,,147,113,56,63,0,1,1,1,1,0,147
02-05-2024,23.09,57.27,3.67,23.26,15.09,,9.37,0.57,46.91,1.07,9.97,3.85,1.09,26.2,59.68,4.84,108.8,83.41,1001,,57,38,12,29,0,1,1,1,1,0,57
02-06-2024,26.71,63.67,3.98,30.75,18.97,,13.31,0.57,46.65,1.39,17.44,4.5,1.83,26.24,51.57,2.29,96.21,78.7,1001,,64,45,17,38,0,1,1,1,1,0,64
02-07-2024,38.49,140.47,3.67,35.25,13.74,,20.97,0.52,40.18,1.31,18.46,4.59,1.93,24.46,56.76,1.5,73.75,88.21,1001,,127,64,26,44,0,1,1,1,1,0,127
02-08-2024,22.87,71.88,6.6,25.82,6.08,,34.49,0.67,49.75,1.77,3.76,0.69,0.33,25.92,35.66,1.3,80.05,108.57,1001,,72,38,43,32,0,1,1,1,1,0,72
02-09-2024,30.13,71.3,6.67,,6.17,,15.91,0.61,29.63,0.93,3.36,0.47,0.25,24.56,32.68,1.32,83.53,87.58,1001,,71,50,20,0,0,1,1,1,0,0,71
02-10-2024,28.31,71.13,6.73,,6.2,,19.06,0.54,34.67,0.8,3.41,0.47,0.25,24.67,30.65,2.37,61.46,89.96,1001,,71,47,24,0,0,1,1,1,0,0,71
02-11-2024,26.42,62.01,6.7,,6.2,,17.09,0.5,40.14,0.74,3.56,0.47,0.25,25,31.03,2.04,76.22,88.64,1001,,62,44,21,0,0,1,1,1,0,0,62
02-12-2024,35.1,71.96,6.83,,6.29,,21.09,0.55,50.7,0.84,3.67,0.47,0.25,24.9,37.25,2.04,73.01,77.08,1001,,72,59,26,0,0,1,1,1,0,0,72
13-02-2024,40.61,81.25,6.88,10.8,6.4,,27,0.56,49.43,1.31,3.66,0.93,0.25,25.28,39.06,2.71,84.62,69.45,1001,,81,68,34,14,0,1,1,1,1,0,81
14-02-2024,39.38,80.03,4.93,25.12,15.93,,29.86,0.59,30.21,3.82,3.53,0.52,0.25,25.78,30.46,3.76,37.88,78.55,1001,,80,66,37,31,0,1,1,1,1,0,80
15-02-2024,47.79,91.02,4.61,20.09,13.24,,28.35,0.59,53.53,2.39,3.68,0.47,0.25,26.4,43.13,1.99,85.19,83.87,1001,,91,80,35,25,0,1,1,1,1,0,91
16-02-2024,46.15,90.08,4.78,18.21,12.45,,33.79,0.75,50.05,1.28,9.66,0.56,0.25,27.6,40.52,1.73,92.4,87.2,1001,,90,77,42,23,0,1,1,1,1,0,90
17-02-2024,43,85.93,5.09,17.91,12.54,,168.82,0.6,45.93,0.69,12.01,0.47,0.25,28.87,37.94,1.45,73.2,89.65,1001,,86,72,130,22,0,1,1,1,1,0,130
18-02-2024,51.26,69.3,6.5,18.18,13.72,,66.27,0.56,40.65,0.71,3.37,0.47,0.25,29.57,32.96,2.62,209.74,94,1001,,69,85,83,23,0,1,1,1,1,0,85
19-02-2024,33.46,82.01,5,14.82,10.96,,76.69,0.58,49.73,0.68,5.31,0.47,0.25,28.49,29.42,5.2,294.78,98.48,1001,,82,56,96,19,0,1,1,1,1,0,96
20-02-2024,38.53,103.07,4.82,13.63,10.24,,,0.69,61.55,0.67,11.1,0.47,0.26,26.76,59.33,4.62,284.66,95.62,1001,,102,64,0,17,0,1,1,0,1,0,102
21-02-2024,26.48,107.06,4.53,12.4,9.44,,,0.85,58.13,0.67,3.85,0.47,0.25,26.24,61.85,7.04,298.23,94.09,1001,,105,44,0,16,0,1,1,0,1,0,105
22-02-2024,27.21,122.78,4.21,10.35,8.19,,25.03,0.56,52.91,0.67,3.98,0.47,0.26,26.05,52.36,6.53,238.16,100.31,1001,,115,45,31,13,0,1,1,1,1,0,115
23-02-2024,45.01,128.18,4.05,8.68,7.25,,10.58,0.69,22.91,0.71,61.98,0.47,0.25,26.6,22.73,2.65,96.09,108.62,1001,,119,75,13,11,0,1,1,1,1,0,119
24-02-2024,37.67,108.88,4.12,8.78,7.36,,10.79,0.57,23.68,3.46,7.76,0.62,0.36,26.07,17.37,4.67,35.17,119.49,1001,,106,63,13,11,0,1,1,1,1,0,106
25-02-2024,36.12,102.57,4.04,8.8,7.31,,16.29,0.57,20.8,0.84,28.51,0.47,0.25,26.24,18.02,2.21,69.31,138.14,1001,,102,60,20,11,0,1,1,1,1,0,102
26-02-2024,43.15,132.05,4.08,8.75,7.32,,14.8,0.62,36.53,0.67,39.04,0.47,0.25,26.47,32.26,1.64,96.53,146.9,1001,,121,72,19,11,0,1,1,1,1,0,121
27-02-2024,59.27,153.65,4.03,8.71,7.26,,19.65,0.7,58.77,0.67,38.93,0.47,0.25,27.91,38.43,2.75,73.03,172.73,1001,,136,99,25,11,0,1,1,1,1,0,136
28-02-2024,51.17,126.45,4.06,8.18,7.02,,39.09,1.19,53.99,0.67,28.8,0.47,0.25,28.25,40.08,2.23,87.25,185.49,1001,,118,85,49,10,0,1,1,1,1,0,118
29-02-2024,63.77,158.08,3.97,7.56,6.65,,73.92,1.24,43.25,0.81,61.31,0.47,0.25,30.22,34.48,1.3,132.05,174.78,1001,,139,113,92,9,0,1,1,1,1,0,139
03-01-2024,74.81,171.55,4.06,7.97,6.92,,41.97,0.8,57.58,0.98,44.78,0.71,0.29,30.42,37.49,3.98,265.63,150.93,1001,,148,149,52,10,0,1,1,1,1,0,149
03-02-2024,29.1,80.42,6.91,18.68,14.4,,20.4,0.9,87.78,0.67,17.62,0.47,0.25,27.08,58.42,7.03,279.09,167.19,1001,,80,49,26,23,0,1,1,1,1,0,80
03-03-2024,13.87,45.34,9.38,27.75,20.78,,26.3,0.99,41.84,0.69,15.78,0.47,0.25,22.22,34.24,6.61,264.73,182.61,1001,,45,23,33,35,0,1,1,1,1,0,45
03-04-2024,47.99,115.42,12.24,19.91,18.41,,64.56,0.94,25.01,0.67,60.37,0.47,0.25,24.28,26.41,2.53,131.24,192.15,1001,,110,80,81,25,0,1,1,1,1,0,110
03-05-2024,19.43,82.43,14.34,13.71,16.43,,19.47,0.98,29.56,0.67,32.64,0.47,0.25,25.34,24.51,3.11,67.73,199.63,1001,,82,32,24,17,0,1,1,1,1,0,82
03-06-2024,16.09,101.6,14.37,13.75,16.47,,19.05,0.95,32.25,0.67,52.83,0.47,0.25,28.04,22.83,4.31,74.98,149.04,1001,,101,27,24,17,0,1,1,1,1,0,101
03-07-2024,36.4,101.44,13.95,18.79,18.93,,37.02,0.97,24.35,0.83,24.62,0.47,0.25,27.93,23.35,3.17,107.39,163.01,1001,,101,61,46,23,0,1,1,1,1,0,101
03-08-2024,32.22,95.06,12.74,33.44,26.06,,28.65,0.84,30.48,0.67,7.55,0.47,0.64,28.38,26.51,4.17,120.3,174.64,1001,,95,54,36,42,0,1,1,1,1,0,95
