Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),O Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT (°C),NH3 (µg/m³),Temp,To Date,Xylene (µg/m³)
26-05-2024 00:00,13.62,22.7,3.28,10.43,13.71,3.2,1.24,8.11,1.0,1.5,0.8,0.8,,52.24,2.81,107.2,93.76,747.54,,,31.41,,,
27-05-2024 00:00,17.28,28.8,2.96,9.94,12.9,3.93,1.25,6.63,1.0,1.5,0.8,0.8,,52.36,2.75,101.88,103.68,747.69,,,34.19,,,
28-05-2024 00:00,53.95,89.88,4.31,11.13,15.45,4.45,1.24,7.82,1.0,1.5,0.8,0.8,,57.93,2.51,95.0,110.47,748.32,,,36.93,,,
29-05-2024 00:00,62.14,103.55,4.52,10.68,15.2,4.25,1.23,7.86,1.0,1.5,0.8,0.8,,52.46,2.74,112.77,150.65,748.25,,,36.05,,,
01-01-2024 00:00,196.21,301.2,10.12,26.68,34.79,3.09,1.27,11.12,0.1,0.64,,,,79.56,0.56,111.18,53.05,990.73,,10.89,40.39,,,
02-01-2024 00:00,225.53,349.33,20.0,29.37,47.37,3.54,1.29,12.26,0.12,0.72,,,,77.35,0.54,133.05,59.52,989.99,,10.21,38.98,,,
03-01-2024 00:00,205.2,319.21,21.57,47.43,49.42,4.69,1.82,10.24,0.28,1.91,,,,88.31,0.61,120.46,44.92,989.87,,9.83,40.12,,,
04-01-2024 00:00,246.69,379.6,20.43,55.09,45.92,7.32,1.74,3.71,0.39,3.28,,,,87.16,1.16,262.06,28.61,990.15,,10.23,36.88,,,
05-01-2024 00:00,173.72,290.92,18.78,52.8,43.36,4.93,1.63,11.46,0.34,3.08,,,,88.54,0.7,198.65,24.23,990.16,,11.06,41.13,,,
06-01-2024 00:00,193.14,300.92,16.39,63.41,47.05,5.13,1.58,13.55,0.34,3.43,,,,82.04,0.65,136.27,46.39,991.83,,10.8,38.86,,,
07-01-2024 00:00,181.55,285.78,17.49,55.17,43.57,6.71,1.55,38.68,0.3,2.14,,,,79.55,0.65,204.25,66.67,992.42,,10.68,34.02,,,
08-01-2024 00:00,240.07,424.32,17.15,68.06,50.14,7.87,1.9,12.93,0.41,3.16,,,,87.88,0.57,193.21,36.82,992.19,,10.01,33.73,,,
09-01-2024 00:00,156.68,270.86,12.66,52.0,37.95,5.51,1.37,11.37,0.33,3.18,,,,87.51,1.14,194.39,29.9,992.2,,10.27,45.84,,,
10-01-2024 00:00,163.46,277.15,12.62,51.52,37.66,4.04,1.28,22.96,0.23,1.34,,,,83.29,1.59,249.4,60.76,990.72,,9.86,44.18,,,
11-01-2024 00:00,210.12,339.68,17.67,71.17,52.22,5.37,1.76,37.45,0.34,2.1,,,,78.67,1.31,253.29,69.22,991.0,,10.47,46.84,,,
12-01-2024 00:00,178.96,276.25,42.28,76.28,74.94,5.21,1.92,30.47,0.36,2.83,,,,79.38,0.99,222.11,66.17,990.16,,10.22,47.61,,,
13-01-2024 00:00,391.5,478.04,41.03,98.1,85.55,5.56,3.32,19.37,0.67,7.26,,,,86.26,0.64,175.99,57.22,989.36,,9.51,52.0,,,
14-01-2024 00:00,404.66,536.26,68.39,103.19,110.49,16.2,3.68,41.19,0.79,7.42,,,,80.89,0.82,216.86,59.6,989.43,,10.39,51.75,,,
15-01-2024 00:00,205.61,305.2,59.69,88.91,95.81,7.31,2.41,35.5,0.5,4.8,,,,76.29,0.74,207.68,83.39,988.86,,10.36,42.81,,,
16-01-2024 00:00,220.77,299.62,19.54,48.61,41.74,3.93,2.07,14.98,0.47,3.12,,,,90.79,1.1,178.91,47.51,987.27,,9.04,45.56,,,
17-01-2024 00:00,201.61,321.03,12.39,42.71,32.69,4.17,1.42,32.88,0.29,1.49,,,,82.42,1.02,190.92,73.76,987.36,,9.66,36.96,,,
18-01-2024 00:00,142.73,214.96,9.83,46.82,32.88,7.59,1.35,18.07,0.29,1.57,,,,89.54,0.84,217.53,52.67,989.44,,9.44,34.51,,,
19-01-2024 00:00,162.14,251.6,7.66,43.53,29.22,4.33,1.27,14.89,0.28,1.85,,,,90.47,0.89,211.88,36.92,991.12,,9.43,33.56,,,
20-01-2024 00:00,181.85,279.62,7.21,42.82,28.64,4.71,1.38,30.3,0.25,0.99,,,,82.66,0.79,215.74,54.97,991.34,,9.82,31.29,,,
21-01-2024 00:00,179.79,284.44,22.73,64.69,52.89,5.78,1.93,21.7,0.37,2.09,,,,88.04,1.2,256.96,54.21,990.46,,9.44,31.63,,,
22-01-2024 00:00,207.24,327.48,9.45,51.24,34.94,5.81,1.32,27.41,0.24,1.43,,,,83.6,0.83,203.4,71.07,991.75,,9.62,33.2,,,
23-01-2024 00:00,213.9,334.74,13.57,53.65,39.56,6.81,1.95,36.5,0.38,2.31,,,,86.01,0.78,190.2,54.65,990.61,,10.43,35.7,,,
24-01-2024 00:00,314.72,486.22,66.38,95.36,104.69,7.78,2.85,15.7,0.57,4.97,,,,83.71,0.64,167.71,39.49,990.62,,10.61,44.48,,,
25-01-2024 00:00,264.76,408.53,53.82,92.43,92.93,9.0,2.68,32.7,0.57,6.17,,,,83.49,0.73,182.36,66.61,992.6,,10.21,43.96,,,
26-01-2024 00:00,286.06,398.04,15.77,62.39,46.01,4.73,2.45,46.44,0.49,5.02,,,,84.12,0.68,211.89,61.48,993.35,,10.5,45.66,,,
27-01-2024 00:00,202.28,321.17,42.58,82.86,78.68,8.32,2.24,42.75,0.48,3.26,,,,66.39,1.14,284.54,80.18,991.54,,12.27,41.12,,,
28-01-2024 00:00,242.57,345.01,17.76,77.04,55.43,7.17,1.97,24.42,0.43,3.85,,,,77.66,1.0,197.29,55.38,990.46,,11.15,47.64,,,
29-01-2024 00:00,203.82,345.8,20.32,56.04,46.33,7.32,2.02,43.54,0.37,2.13,,,,80.21,0.98,193.79,67.48,990.33,,11.98,50.71,,,
30-01-2024 00:00,270.02,433.93,71.85,94.23,108.53,8.19,3.16,27.36,0.62,6.36,,,,85.8,0.7,187.43,57.31,989.53,,11.78,54.57,,,
31-01-2024 00:00,245.76,354.91,43.19,73.23,74.07,5.47,2.64,15.18,0.6,8.34,,,,91.77,0.93,169.79,34.37,988.51,,11.44,54.55,,,
01-02-2024 00:00,61.42,84.15,4.43,28.84,18.95,7.35,0.82,43.67,0.14,0.68,,,,88.43,1.47,176.64,49.62,988.73,,12.49,47.7,,,
02-02-2024 00:00,116.88,170.53,38.42,57.11,61.62,5.4,1.49,19.22,0.29,2.42,,,,89.15,1.32,248.41,82.1,991.64,,11.51,35.85,,,
03-02-2024 00:00,108.33,216.57,42.33,79.22,76.56,11.14,1.85,22.06,0.36,2.69,,,,66.41,1.02,251.0,83.03,990.03,,12.73,31.07,,,
04-02-2024 00:00,121.95,186.12,30.21,54.95,53.79,6.07,1.48,24.73,0.31,3.59,,,,84.44,1.03,200.84,47.68,989.12,,12.88,44.66,,,
05-02-2024 00:00,75.39,138.31,12.74,43.55,33.52,5.64,0.97,30.56,0.18,1.44,,,,80.59,1.22,223.51,82.06,990.01,,13.22,37.77,,,
06-02-2024 00:00,68.67,157.51,25.72,63.33,54.6,6.08,1.1,39.91,0.21,1.97,,,,71.24,1.38,196.86,107.19,991.91,,11.91,25.19,,,
07-02-2024 00:00,79.76,177.66,8.56,59.79,38.77,5.39,0.89,51.94,0.17,1.46,,,,62.45,2.1,251.9,106.91,992.48,,12.17,24.78,,,
08-02-2024 00:00,68.08,142.17,4.83,41.11,25.8,7.18,0.76,71.51,0.13,0.6,,,,62.33,2.77,300.03,86.32,990.75,,12.46,28.6,,,
09-02-2024 00:00,63.09,148.9,33.61,66.73,62.82,6.14,1.31,60.92,0.24,2.06,,,,54.32,1.49,258.38,112.62,991.22,,13.06,23.7,,,
10-02-2024 00:00,191.86,330.15,74.49,97.24,112.29,8.03,2.36,43.35,0.64,8.55,,,,68.36,0.72,188.33,100.18,993.46,,12.66,34.31,,,
11-02-2024 00:00,176.73,294.44,26.85,91.48,70.49,9.81,1.7,51.63,0.4,3.68,,,,69.74,0.91,261.04,103.95,992.91,,13.21,37.23,,,
12-02-2024 00:00,168.34,287.0,29.71,87.54,70.71,8.63,1.72,50.84,0.32,3.67,,,,71.58,0.86,224.67,92.54,992.04,,13.34,36.37,,,
13-02-2024 00:00,218.12,348.75,41.39,88.6,80.77,11.26,2.08,43.46,0.46,5.92,,,,74.1,0.58,222.9,72.42,991.32,,13.19,40.17,,,
14-02-2024 00:00,193.49,313.94,27.05,81.37,65.28,10.68,1.69,59.77,0.35,3.92,,,,70.47,1.16,289.66,90.23,991.01,,14.16,39.68,,,
15-02-2024 00:00,139.52,246.75,17.71,78.24,56.02,8.03,1.43,58.36,0.28,2.35,,,,65.81,1.35,272.39,93.5,991.97,,14.31,35.53,,,
16-02-2024 00:00,118.66,231.47,40.57,87.05,79.28,8.07,1.75,50.52,0.35,4.38,,,,60.71,1.02,238.71,100.04,991.99,,14.24,29.82,,,
17-02-2024 00:00,116.46,220.93,18.88,76.54,56.05,59.93,1.45,55.12,0.31,3.39,,,,60.89,1.13,274.86,98.93,987.76,,13.99,29.82,,,
18-02-2024 00:00,111.79,212.35,6.69,45.58,29.68,16.22,1.0,98.3,0.19,1.4,,,,58.14,1.07,207.41,98.57,985.24,,15.09,29.65,,,
19-02-2024 00:00,92.73,215.42,1.3,29.16,16.57,8.7,0.8,102.41,0.17,0.62,,,,62.25,2.04,183.66,89.05,983.5,,15.38,32.07,,,
20-02-2024 00:00,123.57,224.17,14.64,49.46,38.21,10.92,1.38,56.61,0.25,2.48,,,,76.98,1.07,176.05,83.38,983.05,,15.49,38.42,,,
21-02-2024 00:00,93.08,202.46,12.76,57.45,40.93,4.92,1.07,39.6,0.23,2.58,,,,65.95,1.34,178.76,99.4,982.95,,15.06,37.81,,,
22-02-2024 00:00,55.42,148.79,16.8,69.24,50.49,6.04,0.88,46.32,0.17,1.84,,,,53.47,1.16,165.21,103.92,985.52,,14.76,26.94,,,
23-02-2024 00:00,50.91,132.46,17.9,73.2,53.48,6.89,0.89,49.58,0.22,1.83,,,,51.68,1.3,171.22,109.51,988.33,,13.75,21.38,,,
24-02-2024 00:00,90.27,220.04,32.89,89.15,74.17,9.95,1.41,54.43,0.32,4.58,,,,53.06,0.68,170.85,97.11,988.57,,13.67,24.16,,,
25-02-2024 00:00,72.77,167.32,15.75,68.43,49.21,8.32,0.91,57.98,0.19,1.81,,,,50.01,0.91,124.8,113.48,990.75,,14.2,27.17,,,
26-02-2024 00:00,67.28,170.51,25.7,89.32,68.4,9.0,1.25,47.02,0.24,2.26,,,,49.36,0.72,128.11,93.36,990.51,,14.41,26.73,,,
27-02-2024 00:00,54.7,135.19,15.57,67.74,48.69,6.98,0.97,49.2,0.21,3.02,,,,52.49,1.32,139.94,90.69,990.25,,14.63,27.97,,,
28-02-2024 00:00,60.28,140.15,10.75,58.35,39.77,6.78,0.95,55.75,0.18,1.48,,,,60.23,1.76,228.17,107.57,988.62,,14.42,29.15,,,
29-02-2024 00:00,63.26,149.94,20.26,70.46,53.95,9.01,1.19,65.82,0.2,1.69,,,,57.81,1.44,233.61,111.11,987.44,,14.99,27.82,,,
01-03-2024 00:00,82.51,184.31,15.99,59.18,44.48,11.47,1.17,75.6,0.29,2.97,,,,58.17,1.1,181.74,96.89,986.47,,16.16,29.23,,,
02-03-2024 00:00,31.4,71.4,1.65,23.8,14.0,6.81,0.61,51.97,0.13,0.41,,,,73.35,2.32,197.99,90.1,984.02,,15.34,33.85,,,
03-03-2024 00:00,41.15,150.26,6.71,40.18,26.84,5.59,0.75,39.03,0.12,0.77,,,,69.23,1.24,160.68,84.52,984.49,,14.75,31.01,,,
04-03-2024 00:00,44.02,119.8,14.09,57.04,41.79,5.68,0.83,55.09,0.16,1.28,,,,54.73,1.1,101.91,125.01,988.42,,14.06,20.51,,,
05-03-2024 00:00,45.94,122.21,5.65,50.28,31.33,8.37,0.69,71.03,0.12,0.97,,,,51.94,1.64,154.59,132.64,989.59,,13.44,19.38,,,
06-03-2024 00:00,58.41,135.27,25.0,64.72,54.75,10.74,0.99,64.79,0.19,1.36,,,,52.15,1.43,189.44,99.49,988.05,,13.37,23.19,,,
07-03-2024 00:00,66.35,172.28,30.04,81.59,67.82,8.33,1.18,64.12,0.28,3.7,,,,54.88,1.18,169.42,126.34,987.57,,14.51,22.7,,,
08-03-2024 00:00,52.36,136.61,13.09,78.26,51.45,6.02,0.83,64.81,0.23,1.82,,,,53.86,1.34,118.3,141.68,988.19,,15.12,40.85,,,
09-03-2024 00:00,55.67,141.93,12.4,73.69,48.68,5.57,0.93,85.44,0.2,1.63,,,,52.19,1.66,215.69,156.03,988.23,,15.19,40.74,,,
10-03-2024 00:00,75.05,182.55,16.47,81.07,55.99,21.2,1.08,79.25,0.26,1.93,,,,51.78,1.13,233.39,132.71,987.77,,15.53,36.17,,,
11-03-2024 00:00,89.12,205.0,22.38,76.03,57.42,14.48,1.21,67.08,0.3,2.42,,,,53.26,0.8,155.89,124.69,988.79,,16.83,47.15,,,
12-03-2024 00:00,81.41,181.67,18.78,72.17,52.83,20.19,1.23,57.33,0.27,2.44,,,,53.86,1.16,177.66,121.12,986.84,,16.93,31.92,,,
13-03-2024 00:00,66.53,153.09,15.62,58.63,43.88,13.8,1.08,65.35,0.21,2.11,,,,62.84,0.92,211.5,116.29,984.66,,16.22,30.03,,,
14-03-2024 00:00,77.56,174.45,20.51,66.93,51.67,12.73,1.16,76.59,0.26,2.77,,,,60.28,1.02,139.17,128.94,986.97,,16.67,53.43,,,
15-03-2024 00:00,37.08,123.35,20.09,55.14,44.17,13.51,0.89,67.86,0.18,1.54,,,,47.32,1.78,205.37,130.39,986.61,,16.4,44.25,,,
16-03-2024 00:00,65.03,177.04,32.67,74.97,66.44,18.56,1.29,56.33,0.25,3.03,,,,48.54,1.06,169.76,124.81,988.12,,16.47,27.33,,,
17-03-2024 00:00,79.28,187.29,12.81,75.92,50.8,18.23,1.12,44.76,0.29,2.44,,,,49.66,1.13,219.68,113.06,987.57,,16.54,29.78,,,
18-03-2024 00:00,83.42,186.27,19.65,68.18,52.25,17.84,1.21,68.52,0.24,1.84,,,,50.61,1.22,212.78,131.47,986.08,,16.59,31.07,,,
19-03-2024 00:00,86.49,203.33,23.2,79.95,61.38,19.62,1.34,47.83,0.28,3.62,,,,49.72,0.93,190.53,122.92,985.58,,17.0,30.86,,,
20-03-2024 00:00,100.02,223.22,22.71,84.35,63.32,23.82,1.34,57.39,0.32,3.9,,,,50.6,1.04,189.61,119.73,985.59,,17.83,33.13,,,
21-03-2024 00:00,69.42,171.12,2.56,29.09,17.55,17.29,0.83,80.76,0.2,1.85,,,,65.44,1.64,172.85,113.47,985.78,,16.55,36.52,,,
22-03-2024 00:00,68.26,157.71,9.43,40.18,29.05,15.73,1.2,85.43,0.25,1.48,,,,63.45,1.25,181.2,113.75,982.32,,17.65,38.54,,,
23-03-2024 00:00,72.94,185.96,30.51,73.65,63.97,16.05,1.49,56.82,0.29,4.08,,,,54.43,1.27,169.78,127.85,981.15,,18.66,34.96,,,
24-03-2024 00:00,60.79,185.64,9.5,53.09,35.96,15.63,1.02,49.01,0.23,2.02,,,,57.77,1.24,201.43,79.04,983.6,,17.41,34.59,,,
25-03-2024 00:00,108.92,176.2,6.11,41.47,27.02,20.8,1.02,62.91,0.22,0.92,,,,53.82,1.53,224.35,119.28,984.96,,18.53,35.64,,,
26-03-2024 00:00,45.71,114.38,12.15,50.68,36.84,16.97,0.94,77.45,0.16,1.12,,,,49.99,1.39,236.19,110.17,983.93,,19.21,32.17,,,
27-03-2024 00:00,48.42,138.25,13.76,65.02,45.77,17.73,1.14,63.21,0.24,2.82,,,,48.14,0.95,155.07,100.24,985.6,,20.21,30.27,,,
28-03-2024 00:00,51.46,149.77,11.91,65.87,44.7,20.63,1.03,44.87,0.21,2.43,,,,47.04,1.07,153.66,119.6,983.02,,20.7,32.87,,,
29-03-2024 00:00,70.38,173.67,10.37,52.81,36.44,24.03,0.82,75.94,0.18,1.56,,,,52.6,1.2,162.98,104.75,982.05,,20.05,32.94,,,
30-03-2024 00:00,84.03,211.19,6.42,55.31,34.63,20.51,1.12,60.48,0.27,1.78,,,,54.51,1.08,164.71,100.14,982.44,,20.02,37.13,,,
31-03-2024 00:00,91.92,223.88,16.71,57.48,44.16,22.07,1.08,72.74,0.27,2.81,,,,49.79,1.45,204.69,110.42,983.64,,20.19,35.28,,,
01-04-2024 00:00,34.49,110.35,5.56,42.35,27.04,21.32,0.59,72.28,0.13,0.85,,,,51.0,1.9,197.66,125.15,981.93,,20.93,29.18,,,
02-04-2024 00:00,46.92,139.91,13.96,62.15,44.4,22.06,0.83,77.49,0.18,1.36,,,,43.62,1.6,161.85,114.38,980.44,,26.12,23.2,,,
03-04-2024 00:00,64.42,179.12,18.06,67.33,50.49,25.95,1.1,71.51,0.22,2.96,,,,41.75,0.74,151.54,102.99,981.06,,27.03,23.31,,,
04-04-2024 00:00,51.62,164.18,34.63,79.95,70.68,22.91,1.32,49.27,0.26,2.7,,,,39.22,1.08,123.43,113.46,980.9,,28.09,28.76,,,
05-04-2024 00:00,51.08,177.19,7.35,56.96,36.27,24.27,0.78,57.11,0.18,1.81,,,,39.26,1.64,197.68,111.0,980.7,,28.08,26.37,,,
06-04-2024 00:00,56.25,161.64,11.04,57.03,39.3,23.97,0.83,80.13,0.2,1.47,,,,37.69,1.47,181.05,113.99,980.75,,27.4,22.21,,,
07-04-2024 00:00,65.25,164.43,12.5,66.01,45.28,25.81,0.95,66.44,0.22,1.75,,,,37.14,1.33,202.1,119.62,980.7,,26.98,20.64,,,
08-04-2024 00:00,61.46,164.46,16.8,76.38,54.28,25.08,1.16,64.41,0.24,2.15,,,,37.48,1.18,195.99,117.75,981.69,,27.54,21.46,,,
09-04-2024 00:00,79.09,183.67,16.84,76.88,54.58,31.43,1.17,73.48,0.28,2.9,,,,35.23,0.93,169.53,108.45,982.21,,27.96,21.3,,,
10-04-2024 00:00,85.54,217.14,5.4,52.85,32.5,25.64,0.87,76.31,0.24,1.73,,,,37.28,1.08,156.85,112.24,982.41,,28.01,25.19,,,
11-04-2024 00:00,76.75,234.4,8.05,53.18,34.83,23.81,0.92,87.87,0.23,2.0,,,,38.6,1.06,171.8,95.16,983.48,,28.18,27.37,,,
12-04-2024 00:00,89.46,243.12,6.33,64.52,39.47,29.21,0.99,70.55,0.25,2.94,,,,38.62,0.97,156.4,98.09,982.61,,28.69,28.77,,,
13-04-2024 00:00,61.25,185.4,4.56,34.34,21.89,20.59,0.8,93.9,0.18,0.85,,,,45.49,1.6,214.39,92.22,982.26,,27.89,28.79,,,
14-04-2024 00:00,54.79,138.74,10.94,56.11,38.73,19.01,1.03,61.68,0.15,1.13,,,,53.54,0.97,134.62,77.53,984.23,,26.4,34.5,,,
15-04-2024 00:00,83.08,202.28,21.0,82.93,61.18,22.22,1.45,44.41,0.27,2.17,,,,51.93,0.75,142.43,107.74,983.97,,27.66,43.87,,,
16-04-2024 00:00,67.83,186.39,6.24,52.16,32.82,20.71,0.92,74.98,0.18,2.03,,,,44.22,1.87,224.25,138.29,982.67,,28.44,39.97,,,
17-04-2024 00:00,33.33,133.53,3.62,35.08,21.6,21.31,0.62,113.23,0.09,0.68,,,,39.04,2.15,190.35,143.47,981.18,,28.01,25.1,,,
18-04-2024 00:00,47.46,186.86,9.79,50.38,34.76,26.13,0.87,91.01,0.15,0.78,,,,37.2,1.66,230.64,141.78,979.59,,29.33,22.35,,,
19-04-2024 00:00,41.21,197.91,11.4,49.22,35.45,18.77,0.84,54.71,0.11,1.08,,,,38.73,1.45,251.83,128.91,977.2,,29.82,23.37,,,
20-04-2024 00:00,60.21,253.17,7.92,51.82,34.01,22.25,0.89,76.1,0.15,1.21,,,,42.56,1.52,173.22,132.39,977.1,,28.82,24.92,,,
21-04-2024 00:00,32.71,126.02,18.58,54.01,43.84,21.84,0.99,93.26,0.11,1.0,,,,40.26,1.49,153.15,144.45,978.51,,28.75,22.87,,,
22-04-2024 00:00,26.75,112.39,27.71,62.57,55.8,14.65,1.16,96.24,0.13,1.74,,,,39.08,1.53,144.25,136.92,979.31,,28.98,21.23,,,
23-04-2024 00:00,45.82,203.09,10.53,47.46,33.81,15.37,0.88,74.03,0.13,1.3,,,,47.0,1.35,196.23,141.74,978.82,,27.7,22.1,,,
24-04-2024 00:00,47.3,143.17,26.07,71.33,59.13,16.23,1.31,64.15,0.17,1.88,,,,44.96,1.22,199.34,147.12,978.69,,28.0,26.32,,,
25-04-2024 00:00,61.54,192.54,34.68,88.41,75.21,21.24,1.52,88.23,0.28,3.8,,,,37.88,1.33,191.4,146.78,978.72,,29.28,30.25,,,
26-04-2024 00:00,45.76,137.32,5.46,52.65,32.35,16.4,0.87,90.66,0.15,1.73,,,,40.08,1.05,207.38,119.44,977.69,,29.52,30.59,,,
27-04-2024 00:00,42.77,201.83,10.33,49.1,34.52,15.45,0.92,76.49,0.12,1.0,,,,43.39,1.33,192.11,140.55,978.55,,29.18,35.26,,,
28-04-2024 00:00,48.2,175.4,10.62,63.68,42.5,23.4,1.05,84.5,0.15,1.31,,,,38.56,0.98,123.98,126.21,979.54,,29.18,29.04,,,
29-04-2024 00:00,76.2,279.52,7.61,64.12,40.3,27.57,1.1,55.36,0.21,1.62,,,,41.2,1.21,122.23,131.77,978.91,,29.05,33.53,,,
30-04-2024 00:00,47.8,194.17,10.77,54.03,37.5,25.58,0.92,85.32,0.14,1.13,,,,38.04,1.71,196.75,156.38,978.16,,28.32,29.03,,,
01-05-2024 00:00,59.69,208.28,7.61,52.1,33.9,22.42,0.78,79.46,0.15,1.45,,,,34.55,1.92,152.31,155.93,976.34,,27.16,20.87,,,
02-05-2024 00:00,69.25,206.81,8.81,64.1,41.26,26.28,1.04,89.94,0.19,1.49,,,,35.98,1.63,184.64,154.77,977.35,,27.67,21.82,,,
03-05-2024 00:00,122.04,295.38,10.41,80.12,51.08,30.32,1.34,81.58,0.24,2.29,,,,33.8,1.66,252.15,150.17,978.08,,28.97,22.02,,,
04-05-2024 00:00,131.33,276.31,9.01,89.38,54.87,31.16,1.48,38.42,0.28,2.47,,,,33.85,1.1,215.96,125.31,977.78,,29.97,22.47,,,
05-05-2024 00:00,89.77,224.58,10.69,70.85,46.38,30.39,1.28,49.47,0.19,1.76,,,,33.65,1.35,200.79,146.18,974.07,,30.85,22.61,,,
06-05-2024 00:00,92.4,253.35,6.68,64.39,39.69,26.73,1.26,70.38,0.18,1.57,,,,36.39,1.42,194.64,151.93,976.08,,30.76,24.82,,,
07-05-2024 00:00,145.31,355.89,14.22,81.51,54.47,32.9,1.76,46.19,0.29,3.61,,,,40.91,1.06,168.13,124.43,977.65,,30.63,29.1,,,
08-05-2024 00:00,69.35,249.21,1.19,19.84,11.52,14.16,0.65,113.54,0.13,0.38,,,,52.44,2.05,176.3,139.52,979.06,,29.36,51.73,,,
09-05-2024 00:00,50.42,166.54,1.01,18.88,10.82,21.99,0.78,126.42,0.1,0.44,,,,50.09,1.86,168.33,140.35,978.74,,29.16,45.08,,,
10-05-2024 00:00,72.24,178.73,1.24,22.18,12.76,23.32,0.87,124.22,0.13,0.54,,,,49.79,1.85,168.78,135.16,979.57,,29.66,36.47,,,
11-05-2024 00:00,48.82,243.54,4.44,35.97,21.49,21.26,0.87,98.24,0.11,0.91,,,,44.87,1.38,129.39,149.44,981.66,,29.41,32.72,,,
12-05-2024 00:00,69.54,189.67,7.28,44.45,27.5,25.25,1.11,80.66,0.17,1.32,,,,44.48,1.12,184.02,147.46,981.29,,30.12,29.76,,,
13-05-2024 00:00,80.41,209.33,6.53,39.11,24.11,24.18,1.04,91.33,0.19,1.35,,,,45.46,1.01,199.65,125.6,981.3,,30.0,30.42,,,
14-05-2024 00:00,79.25,190.79,14.38,60.16,41.7,28.68,1.25,53.0,0.22,1.9,,,,37.94,1.06,207.64,161.59,981.42,,30.52,28.13,,,
15-05-2024 00:00,99.12,226.29,10.75,61.39,39.31,32.79,1.26,69.78,0.23,2.44,,,,34.05,1.03,190.99,168.04,981.3,,30.88,25.59,,,
16-05-2024 00:00,134.9,244.57,6.86,47.97,29.02,29.6,1.15,90.65,0.25,1.88,,,,37.78,1.12,159.65,160.15,980.57,,31.03,28.89,,,
17-05-2024 00:00,72.79,175.58,8.08,42.59,27.23,22.81,0.91,123.29,0.19,1.09,,,,33.18,1.14,232.33,166.27,977.3,,32.81,34.79,,,
18-05-2024 00:00,94.58,276.58,15.58,66.83,46.22,31.21,1.58,50.33,0.26,2.49,,,,34.42,1.36,224.06,164.65,974.79,,32.73,31.6,,,
19-05-2024 00:00,79.38,237.83,10.57,54.6,35.64,31.56,1.13,75.29,0.18,1.5,,,,33.22,1.66,190.64,179.82,973.15,,33.37,29.81,,,
20-05-2024 00:00,71.29,250.79,14.95,59.27,41.68,30.23,1.21,76.31,0.19,1.39,,,,33.45,1.52,185.6,185.51,973.98,,33.22,28.28,,,
21-05-2024 00:00,76.58,280.08,4.61,26.32,15.64,20.2,0.99,105.77,0.16,1.1,,,,45.89,1.62,182.32,180.55,975.53,,31.29,33.26,,,
22-05-2024 00:00,71.58,210.54,4.31,20.22,12.21,13.27,0.89,124.33,0.17,0.65,,,,48.75,2.03,176.71,165.14,975.6,,31.38,50.38,,,
23-05-2024 00:00,44.33,145.0,4.03,17.82,10.75,13.61,0.7,125.29,0.1,0.31,,,,48.28,2.12,179.73,165.29,975.1,,31.07,53.67,,,
24-05-2024 00:00,58.64,134.18,4.22,18.77,11.39,12.09,0.76,134.36,0.11,0.42,,,,47.31,1.71,184.21,181.58,974.77,,31.4,40.9,,,
25-05-2024 00:00,90.29,160.67,8.35,38.97,25.52,13.97,0.98,87.86,0.16,0.81,,,,42.36,1.16,158.65,172.12,972.93,,32.56,37.84,,,
26-05-2024 00:00,68.62,168.54,8.96,52.5,33.21,22.58,0.94,63.08,0.17,1.25,,,,36.0,1.15,163.36,203.71,971.1,,32.99,28.91,,,
27-05-2024 00:00,84.02,213.71,7.54,49.29,30.27,24.24,1.1,95.26,0.22,1.51,,,,36.28,1.24,184.42,187.06,968.6,,34.74,26.19,,,
28-05-2024 00:00,90.14,193.58,4.82,37.74,21.95,19.57,0.86,125.64,0.18,1.41,,,,32.98,1.4,213.76,202.43,966.84,,39.31,25.94,,,
29-05-2024 00:00,66.5,272.06,5.11,26.81,16.41,22.37,0.62,125.83,0.17,0.59,,,,34.45,1.68,216.74,250.0,967.85,,38.99,25.89,,,
01-01-2024 00:00,35.23,46.65,34.1,3.97,37.07,17.5,0.9,31.05,0.62,,1.54,0.67,,70.71,0.95,232.02,,,,28.94,10.21,,,
02-01-2024 00:00,43.06,49.41,38.32,4.41,41.72,18.32,0.99,31.22,0.9,,1.51,0.64,,72.81,0.96,252.1,,,,28.94,11.29,,,
03-01-2024 00:00,39.64,74.3,21.67,2.56,23.24,17.63,1.05,31.11,0.76,,1.01,0.43,,74.37,0.93,222.44,,,,28.94,5.85,,,
04-01-2024 00:00,41.14,78.5,23.42,2.3,24.72,19.03,1.01,30.99,1.03,,1.23,0.52,,75.85,0.95,258.6,,,,28.94,6.15,,,
05-01-2024 00:00,19.78,73.01,22.0,2.44,23.44,18.16,0.91,30.92,,,,,,70.26,0.94,224.11,,,,28.94,5.88,,,
06-01-2024 00:00,13.9,64.37,27.1,2.18,28.28,19.2,0.89,31.02,,,,,,66.15,0.95,226.8,,,,28.94,7.07,,,
