Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),O Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT (°C),NH3 (µg/m³),Temp,To Date,Xylene (µg/m³)
20-01-2024 00:00,47.94,93.54,2.34,12.9,15.23,5.73,0.37,8.31,0.07,,1.06,0.97,,84.53,3.7,189.66,1266.29,1009.49,,30.13,6.55,,,
21-01-2024 00:00,37.75,82.51,1.85,9.84,11.69,5.44,0.35,8.41,0.13,,0.93,1.06,,80.4,3.53,180.03,1266.29,1009.08,,29.64,5.95,,,
22-01-2024 00:00,40.43,78.85,1.94,10.15,12.09,5.53,1.01,8.25,0.11,,0.69,0.9,,81.36,6.85,139.66,1266.29,1009.77,,28.65,5.74,,,
23-01-2024 00:00,29.53,67.81,1.59,11.51,13.1,5.4,0.27,8.38,0.13,,0.7,0.97,,72.83,2.64,162.44,1266.29,1009.97,,28.45,5.1,,,
24-01-2024 00:00,31.09,73.93,1.98,11.4,13.39,5.11,0.33,8.68,0.12,,0.72,1.14,,79.63,3.29,139.93,1266.29,1009.61,,27.8,4.68,,,
25-01-2024 00:00,31.93,71.97,1.59,12.07,13.66,5.18,0.87,8.47,0.14,,0.69,1.07,,67.56,3.22,166.37,1266.29,1010.39,,28.14,4.73,,,
26-01-2024 00:00,32.53,,1.97,10.49,12.46,5.07,0.54,8.43,0.12,,0.75,0.89,,74.98,5.25,157.01,1266.29,1011.63,,29.17,4.58,,,
27-01-2024 00:00,29.06,73.61,2.12,8.51,10.63,5.13,0.73,8.58,0.06,,0.71,1.09,,76.91,3.3,167.75,1266.29,1011.54,,28.06,4.78,,,
28-01-2024 00:00,23.94,52.78,1.55,8.66,10.17,5.11,0.46,8.5,0.09,,0.59,0.94,,71.86,5.1,150.16,1266.29,1011.31,,28.11,5.26,,,
29-01-2024 00:00,35.68,79.49,2.91,17.43,20.34,5.5,0.93,8.43,0.08,,0.71,1.05,,73.35,5.04,146.08,1266.29,1011.15,,28.32,5.26,,,
30-01-2024 00:00,39.87,89.57,3.14,15.9,19.04,5.73,0.66,8.39,0.09,,0.85,1.03,,80.44,6.47,168.48,1266.29,1010.15,,27.87,5.4,,,
31-01-2024 00:00,40.75,87.2,3.32,14.87,18.19,5.84,0.6,8.45,0.08,,0.72,0.93,,79.38,5.84,176.78,1266.29,1009.72,,27.83,6.03,,,
01-02-2024 00:00,18.98,44.36,3.64,7.56,11.2,5.48,0.12,8.83,0.15,,0.9,1.04,,88.35,1.24,195.54,1266.29,1010.9,,27.37,5.89,,,
02-02-2024 00:00,19.5,24.71,4.17,6.22,10.39,5.08,0.12,8.85,0.13,,0.81,1.09,,94.38,1.19,193.17,1266.29,1011.49,,26.6,5.74,,,
03-02-2024 00:00,39.99,,2.51,11.13,13.63,,,,0.17,,0.79,1.1,,,,,,,,,6.53,,,
04-02-2024 00:00,41.55,,2.32,14.18,16.5,,,,0.09,,0.78,0.84,,,,,,,,,5.96,,,
05-02-2024 00:00,35.49,96.12,2.43,11.5,13.93,4.69,0.63,8.46,0.21,,0.6,0.87,,74.0,4.57,181.41,1266.29,1010.61,,28.9,5.4,,,
06-02-2024 00:00,26.74,79.44,5.48,13.33,18.81,4.39,0.77,8.75,0.25,,0.75,0.88,,80.25,7.61,170.09,1266.29,1010.93,,28.3,5.25,,,
07-02-2024 00:00,37.4,98.54,5.36,11.26,16.62,4.51,0.38,8.49,0.24,,0.69,0.84,,85.88,4.14,186.63,1266.29,1011.16,,27.83,5.78,,,
08-02-2024 00:00,31.83,85.89,3.8,10.91,14.71,3.9,0.82,11.64,0.23,,0.69,1.11,,81.42,5.38,178.44,1266.29,1010.22,,28.44,5.88,,,
09-02-2024 00:00,36.55,93.08,4.41,13.27,17.67,4.01,0.62,14.63,0.24,,0.93,0.95,,80.34,4.17,190.13,1266.29,1009.88,,28.12,6.06,,,
10-02-2024 00:00,33.44,89.26,2.65,13.61,16.26,3.59,0.74,14.58,0.22,,0.73,1.02,,76.92,4.39,134.06,1266.29,1011.01,,27.01,5.87,,,
11-02-2024 00:00,32.78,80.1,2.11,12.6,14.71,3.22,0.23,14.52,0.22,,0.72,1.14,,79.73,2.34,159.14,1266.29,1011.38,,26.93,6.1,,,
12-02-2024 00:00,40.11,83.92,2.71,14.18,16.89,3.62,0.36,14.64,0.31,,0.68,1.06,,78.29,3.27,143.56,1266.29,1010.62,,26.78,6.97,,,
13-02-2024 00:00,35.53,80.92,2.89,11.2,14.09,3.72,0.46,14.7,0.22,,0.76,1.01,,73.61,2.91,152.76,1266.29,1010.38,,26.7,7.01,,,
14-02-2024 00:00,40.17,80.73,2.84,10.67,13.51,3.66,0.09,14.69,0.21,,0.78,1.04,,96.83,0.86,126.31,1266.29,1010.8,,24.93,6.62,,,
15-02-2024 00:00,47.67,97.84,4.05,16.38,20.43,,,,0.22,,0.76,1.02,,,,,,,,,6.89,,,
16-02-2024 00:00,55.67,121.75,4.77,18.39,23.16,,,,0.2,,0.74,0.95,,,,,,,,,7.96,,,
17-02-2024 00:00,42.87,125.68,3.86,25.1,28.96,,,,0.18,,0.74,1.15,,,,,,,,,8.9,,,
18-02-2024 00:00,37.27,78.87,3.08,14.24,17.33,,,,0.2,,0.6,1.12,,,,,,,,,7.81,,,
19-02-2024 00:00,21.07,58.89,4.15,11.52,15.68,,,,0.27,,0.71,1.15,,,,,,,,,6.66,,,
20-02-2024 00:00,13.48,41.7,5.16,11.09,16.25,,,,0.28,,0.69,0.91,,,,,,,,,6.24,,,
21-02-2024 00:00,8.11,,5.49,5.94,11.43,,,,0.19,,0.71,1.47,,,,,,,,,7.15,,,
22-02-2024 00:00,7.46,,5.77,5.7,11.46,,,,0.22,,0.6,1.15,,,,,,,,,7.85,,,
23-02-2024 00:00,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2024 00:00,,,,,,,,,,,,,,,,,,,,,,,,
25-02-2024 00:00,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2024 00:00,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2024 00:00,40.46,86.71,1.95,14.37,16.31,5.96,0.27,14.53,0.29,,0.84,1.01,,68.07,15.1,153.6,1266.29,1006.75,,26.14,8.04,,,
28-02-2024 00:00,42.54,95.56,3.58,18.05,21.62,5.66,0.34,14.62,0.21,,0.77,1.0,,67.74,10.93,155.82,1266.29,1006.37,,26.49,7.3,,,
29-02-2024 00:00,46.05,91.8,4.61,13.96,18.57,6.64,0.28,14.73,0.24,,0.62,0.88,,74.94,15.19,167.52,1266.29,1005.52,,27.1,7.73,,,
01-03-2024 00:00,34.63,73.51,5.45,12.8,18.24,6.61,0.44,14.84,0.25,,0.62,0.82,,80.21,12.98,147.25,1266.29,1006.9,,26.54,7.73,,,
02-03-2024 00:00,17.05,40.26,9.57,6.94,16.5,6.88,0.15,14.94,0.23,,0.66,0.85,,88.62,7.51,198.93,1266.29,1007.75,,25.91,6.96,,,
03-03-2024 00:00,8.19,43.65,7.41,8.26,15.67,5.48,0.31,14.79,0.28,,0.72,1.08,,75.19,15.7,161.36,1266.29,1007.77,,25.28,6.31,,,
04-03-2024 00:00,11.85,35.19,3.16,7.11,10.27,4.75,0.07,14.89,0.25,,0.72,1.05,,80.91,3.52,162.5,1266.29,1008.36,,24.12,5.2,,,
05-03-2024 00:00,38.46,76.79,2.15,14.12,16.28,4.61,0.23,14.7,0.21,,0.64,0.89,,70.23,9.48,139.92,1266.29,1007.72,,24.15,5.74,,,
06-03-2024 00:00,47.58,90.09,2.03,14.55,16.56,4.59,0.33,14.77,0.28,,0.67,1.04,,64.92,7.1,109.91,1266.29,1007.41,,23.97,6.83,,,
07-03-2024 00:00,36.16,94.49,2.6,17.61,20.21,4.99,0.37,14.74,0.3,,0.84,0.83,,69.55,14.35,114.32,1266.29,1007.02,,24.43,6.42,,,
08-03-2024 00:00,35.35,95.35,2.8,15.5,18.3,5.74,0.31,14.87,0.27,,0.71,1.15,,61.35,14.0,128.62,1266.29,1006.93,,25.72,6.63,,,
09-03-2024 00:00,42.04,102.11,3.31,19.15,22.46,5.49,0.37,14.79,0.24,,0.87,1.25,,65.1,14.36,140.83,1266.29,1006.84,,25.4,6.95,,,
10-03-2024 00:00,52.25,106.56,3.88,15.58,19.46,5.61,0.26,14.84,0.27,,0.72,0.96,,69.05,10.86,143.17,1266.29,1008.07,,25.75,7.36,,,
11-03-2024 00:00,40.01,95.37,4.31,15.59,19.91,5.85,0.54,14.73,0.21,,0.76,0.98,,65.66,11.07,112.51,1266.29,1009.03,,26.5,6.27,,,
12-03-2024 00:00,40.55,99.64,3.32,16.58,19.9,6.0,0.12,14.74,0.27,,0.79,0.86,,82.65,8.31,183.9,1266.29,1007.24,,25.36,6.33,,,
13-03-2024 00:00,26.38,59.04,6.39,10.28,16.68,6.27,0.26,14.74,0.22,,0.63,0.89,,77.72,10.43,175.83,1266.29,1007.68,,25.86,7.01,,,
14-03-2024 00:00,21.67,73.01,4.89,9.07,13.96,5.59,0.27,14.79,0.24,,0.64,1.17,,82.76,9.96,168.13,1266.29,1007.96,,25.46,6.87,,,
15-03-2024 00:00,19.42,113.57,5.06,8.73,13.79,5.56,0.19,14.68,0.29,,0.71,1.1,,80.98,5.26,175.35,1266.29,1006.96,,24.26,6.23,,,
16-03-2024 00:00,24.02,92.74,5.21,9.0,14.21,5.2,0.04,14.82,0.25,,0.66,0.88,,87.79,2.16,203.93,1266.29,1007.37,,24.65,5.97,,,
17-03-2024 00:00,27.84,,5.07,6.54,11.6,,,,0.22,,0.89,0.91,,,,,,,,,4.76,,,
18-03-2024 00:00,27.7,107.4,3.2,10.01,13.21,5.96,0.65,14.67,0.26,,0.64,0.83,,68.91,22.71,127.09,1266.29,1006.13,,27.15,6.74,,,
19-03-2024 00:00,31.39,86.49,6.53,9.83,16.35,5.65,0.36,14.7,0.21,,0.69,1.0,,82.17,9.64,162.6,1266.29,1007.33,,25.63,6.39,,,
20-03-2024 00:00,31.93,89.1,2.92,14.56,17.48,,,,0.28,,0.57,0.88,,,,,,,,,5.95,,,
21-03-2024 00:00,38.94,96.59,1.66,15.07,16.66,6.75,0.58,14.32,0.28,,0.86,1.03,,32.32,30.3,130.2,1266.29,1002.99,,30.25,6.01,,,
22-03-2024 00:00,51.06,98.6,3.42,16.76,20.18,6.13,0.42,14.67,0.26,,0.6,0.98,,77.18,20.47,170.5,1266.29,1003.28,,26.82,6.78,,,
23-03-2024 00:00,28.19,67.04,5.44,12.53,17.97,6.69,0.4,14.78,0.24,,0.68,0.69,,83.64,16.87,158.25,1266.29,1003.52,,25.85,7.11,,,
24-03-2024 00:00,21.21,65.04,5.43,8.03,13.45,6.15,0.6,14.87,0.3,,0.6,0.97,,82.05,21.76,107.77,1266.29,1004.97,,26.35,7.48,,,
25-03-2024 00:00,23.79,58.13,5.3,7.71,13.01,6.0,0.4,14.78,0.22,,0.52,0.94,,84.58,21.5,157.87,1266.29,1005.0,,26.01,7.48,,,
26-03-2024 00:00,18.12,50.42,4.8,9.75,14.55,5.92,0.52,14.89,0.27,,0.78,0.92,,85.54,23.07,134.2,1266.29,1005.02,,26.07,6.32,,,
27-03-2024 00:00,17.99,53.27,5.37,10.08,15.45,5.98,0.53,14.94,0.25,,0.74,0.76,,85.4,26.08,100.49,1266.29,1006.45,,26.08,5.59,,,
28-03-2024 00:00,19.12,55.51,4.12,9.41,13.53,5.77,0.49,14.97,0.26,,0.69,0.96,,86.9,23.12,129.85,1266.29,1004.85,,26.12,5.11,,,
29-03-2024 00:00,20.73,63.13,4.49,10.99,15.48,5.65,0.51,15.04,0.26,,0.65,0.97,,85.13,23.67,105.95,1266.29,1003.95,,25.87,5.22,,,
30-03-2024 00:00,25.15,76.53,3.44,10.26,13.69,5.32,0.58,15.0,0.23,,0.72,0.74,,82.32,26.82,113.71,1266.29,1005.65,,26.31,5.08,,,
31-03-2024 00:00,23.68,72.64,3.38,9.91,13.29,5.22,0.48,14.85,0.24,,0.69,0.89,,76.21,25.83,132.24,1266.29,1005.77,,26.49,5.28,,,
01-04-2024 00:00,26.53,101.36,4.61,11.48,16.09,5.12,0.41,14.85,0.28,,0.68,1.25,,80.81,21.69,134.18,1266.29,1003.58,,26.12,5.53,,,
02-04-2024 00:00,22.41,139.68,3.38,10.4,13.77,4.87,0.53,15.06,0.24,,0.81,1.07,,82.71,24.95,131.21,1266.29,1002.12,,25.95,5.73,,,
03-04-2024 00:00,20.04,86.18,2.77,9.87,12.64,4.7,0.54,14.89,0.23,,0.68,0.86,,82.12,27.41,113.53,1266.29,1003.1,,25.99,6.13,,,
04-04-2024 00:00,18.07,64.52,3.69,8.09,11.78,4.7,0.47,14.83,0.18,,0.72,1.03,,83.61,21.0,140.62,1266.29,1003.75,,25.78,5.67,,,
05-04-2024 00:00,21.12,79.85,4.66,11.25,15.91,5.17,0.51,14.88,0.25,,0.75,0.98,,75.3,26.23,128.33,1266.29,1003.41,,26.62,5.37,,,
06-04-2024 00:00,32.09,95.99,4.91,14.18,19.09,5.52,0.49,14.65,0.22,,0.82,1.05,,69.52,23.52,118.39,1266.29,1001.95,,27.02,5.37,,,
07-04-2024 00:00,23.25,71.24,2.44,10.92,13.36,5.61,0.57,14.69,0.25,,0.75,1.21,,69.23,27.32,112.59,1266.29,1001.65,,27.08,5.87,,,
08-04-2024 00:00,21.43,61.73,3.51,9.39,12.91,5.7,0.45,14.76,0.25,,0.85,0.91,,80.14,20.37,152.23,1266.29,1002.73,,26.77,7.57,,,
09-04-2024 00:00,23.35,70.78,4.63,10.48,15.11,6.34,0.44,14.78,0.26,,0.73,0.96,,81.53,23.64,134.63,1266.29,1003.18,,26.96,8.13,,,
10-04-2024 00:00,21.57,59.29,4.44,11.02,15.46,5.76,0.46,14.78,0.25,,0.68,0.9,,85.33,22.27,134.13,1266.29,1002.08,,26.73,6.59,,,
11-04-2024 00:00,18.28,58.62,2.79,9.61,12.4,5.22,0.49,14.71,0.23,,0.73,0.95,,79.66,22.37,121.3,1266.29,1002.91,,26.74,5.77,,,
12-04-2024 00:00,15.85,54.46,3.75,8.72,12.46,5.27,0.48,14.73,0.25,,0.64,0.96,,80.63,20.05,143.81,1266.29,1002.87,,26.53,5.35,,,
13-04-2024 00:00,14.21,62.7,4.94,7.63,12.57,4.99,0.49,14.81,0.24,,0.68,0.84,,82.6,22.37,107.89,1266.29,1003.3,,26.39,4.65,,,
14-04-2024 00:00,13.95,51.06,3.9,6.75,10.65,4.98,0.58,14.86,0.24,,0.69,1.06,,84.3,21.9,133.42,1266.29,1003.67,,26.75,4.25,,,
15-04-2024 00:00,34.78,88.66,3.54,12.3,15.84,6.33,0.54,14.88,0.23,,0.74,1.06,,78.04,28.93,144.52,1266.29,1002.87,,28.11,5.52,,,
16-04-2024 00:00,42.71,116.99,4.27,19.47,23.74,7.34,0.62,14.62,0.24,,0.7,0.94,,71.64,32.67,133.43,1266.29,1001.37,,28.82,6.86,,,
17-04-2024 00:00,33.52,85.59,5.1,18.55,23.65,6.55,0.61,14.77,0.3,,0.73,1.02,,86.42,32.71,178.94,1266.29,1001.72,,27.72,5.93,,,
18-04-2024 00:00,31.88,72.68,5.45,12.02,17.46,6.7,0.64,14.76,0.21,,0.7,0.99,,82.88,33.82,139.82,1266.29,1001.14,,27.74,6.16,,,
19-04-2024 00:00,20.72,66.69,3.01,10.04,13.04,6.75,0.65,14.84,0.22,,0.71,1.02,,81.01,28.87,148.33,1266.29,1000.06,,27.77,6.03,,,
20-04-2024 00:00,17.92,91.88,3.75,11.42,15.17,6.56,0.66,14.71,0.26,,0.72,1.04,,74.87,32.98,144.11,1266.29,1000.18,,27.84,5.69,,,
21-04-2024 00:00,13.49,56.97,3.1,9.46,12.56,5.84,0.52,14.83,0.28,,0.72,1.0,,72.98,23.38,130.12,1266.29,1000.98,,27.16,4.82,,,
22-04-2024 00:00,18.01,50.94,4.26,10.18,14.44,6.36,0.4,14.63,0.26,,0.83,1.02,,75.39,19.59,124.54,1266.29,1001.62,,27.52,5.4,,,
23-04-2024 00:00,19.96,67.07,3.55,9.48,13.03,6.26,0.54,14.74,0.27,,0.82,1.35,,80.15,25.22,130.37,1266.29,1000.63,,27.13,6.05,,,
24-04-2024 00:00,18.82,68.89,3.25,8.01,11.26,6.59,0.57,14.73,0.29,,0.73,1.05,,80.13,22.51,126.08,1266.29,999.54,,27.63,6.49,,,
25-04-2024 00:00,19.26,66.94,4.48,8.58,13.06,7.06,0.44,14.54,0.22,,0.88,1.08,,80.64,23.7,141.13,1266.29,999.95,,27.41,6.42,,,
26-04-2024 00:00,20.4,65.78,4.25,11.92,16.16,7.11,0.45,14.57,0.35,,0.79,1.1,,76.41,22.25,152.05,1266.29,999.99,,27.75,6.36,,,
27-04-2024 00:00,27.67,83.33,3.33,12.17,15.5,8.72,0.63,14.56,0.29,,0.82,0.85,,73.84,30.39,135.71,1266.29,1000.12,,27.98,7.46,,,
28-04-2024 00:00,39.06,124.08,2.82,15.02,17.85,9.43,0.71,13.87,0.18,,0.7,1.04,,64.75,37.4,135.05,1266.29,999.34,,27.15,6.97,,,
29-04-2024 00:00,26.74,98.13,2.84,16.0,18.84,9.75,0.61,14.27,0.21,,0.72,0.82,,59.04,32.48,146.71,1266.29,1000.67,,27.09,6.39,,,
30-04-2024 00:00,25.5,105.45,3.9,14.37,18.27,10.37,0.65,13.96,0.25,,0.75,1.18,,69.15,32.76,128.4,1266.29,999.86,,26.81,7.11,,,
01-05-2024 00:00,17.49,89.54,4.05,9.13,13.19,9.9,0.58,14.36,0.19,,0.61,0.89,,75.92,28.42,160.4,1266.29,998.88,,26.44,6.94,,,
02-05-2024 00:00,16.15,102.33,4.14,9.26,13.4,8.19,0.51,14.65,0.26,,0.63,0.94,,81.79,23.88,159.2,1266.29,999.4,,26.01,6.35,,,
03-05-2024 00:00,14.52,85.61,5.6,8.05,13.65,7.67,0.56,14.7,0.21,,0.74,0.94,,83.03,29.36,83.03,1266.29,1000.22,,25.88,6.11,,,
04-05-2024 00:00,15.65,61.77,5.24,7.6,12.73,13.28,0.72,15.01,0.14,,,,,80.95,37.89,137.81,1266.29,1005.58,,26.74,7.48,,,
05-05-2024 00:00,15.52,54.98,4.82,7.55,12.37,9.27,0.69,15.01,0.14,,,,,82.92,36.42,141.06,1266.29,1004.75,,25.68,6.1,,,
06-05-2024 00:00,9.64,36.62,4.65,5.8,10.45,7.89,0.71,15.09,0.14,,,,,89.24,37.53,150.28,1266.29,1005.82,,24.26,4.82,,,
07-05-2024 00:00,8.65,47.6,4.19,6.09,10.28,7.56,0.69,15.11,0.14,,,,,83.64,36.55,157.41,1266.29,1006.59,,24.98,4.51,,,
08-05-2024 00:00,9.07,46.2,3.25,6.78,10.03,7.09,0.69,15.12,0.14,,,,,83.65,36.11,151.53,1266.29,1006.37,,24.96,4.13,,,
09-05-2024 00:00,10.11,33.72,4.85,5.88,10.73,7.23,0.69,15.12,0.14,,,,,83.6,36.33,151.98,1266.29,,,24.98,3.93,,,
10-05-2024 00:00,10.75,40.03,5.23,6.19,11.42,6.88,0.7,15.14,0.14,,,,,82.75,36.71,149.13,1266.29,1006.71,,24.7,3.82,,,
11-05-2024 00:00,11.51,46.84,5.06,5.96,11.02,7.13,0.68,15.11,0.14,,,,,83.8,35.73,131.12,1266.29,,,24.95,4.15,,,
12-05-2024 00:00,12.16,51.21,5.27,6.92,12.2,7.38,0.72,14.95,0.14,,,,,78.81,37.8,142.18,1266.29,,,25.14,4.58,,,
13-05-2024 00:00,15.16,49.77,7.59,10.18,17.76,7.41,0.7,14.97,0.14,,,,,87.03,36.85,156.14,1266.29,1005.76,,24.42,4.74,,,
14-05-2024 00:00,30.85,47.53,8.35,14.49,22.83,6.91,0.72,14.99,0.14,,,,,74.56,37.86,151.94,1266.29,,,24.96,5.12,,,
15-05-2024 00:00,29.56,75.31,4.99,14.07,19.06,8.35,0.7,15.03,0.14,,,,,72.76,37.12,124.73,1266.29,,,25.29,6.18,,,
16-05-2024 00:00,24.02,68.69,4.65,13.12,17.77,8.04,0.72,14.95,0.14,,,,,74.82,38.08,140.32,1266.29,1005.95,,25.71,6.28,,,
17-05-2024 00:00,22.72,59.35,4.52,15.48,20.0,8.08,0.72,14.91,0.14,,,,,76.82,38.02,155.15,1266.29,1005.38,,24.98,6.15,,,
18-05-2024 00:00,15.63,57.63,4.24,9.63,13.87,9.45,0.72,14.94,0.14,,,,,83.4,38.15,145.89,1266.29,1003.23,,24.59,6.19,,,
19-05-2024 00:00,13.79,64.82,4.02,10.65,14.67,9.1,0.73,14.92,0.14,,,,,82.41,38.21,157.89,1266.29,1001.26,,24.5,5.59,,,
20-05-2024 00:00,7.12,42.04,4.29,8.07,12.36,9.11,0.73,14.9,0.14,,,,,83.4,38.41,161.53,1266.29,1001.8,,24.41,5.13,,,
21-05-2024 00:00,8.92,48.14,4.79,8.84,13.63,9.81,0.72,14.95,0.14,,,,,82.28,38.09,139.76,1266.29,1001.29,,24.75,5.29,,,
22-05-2024 00:00,7.94,57.56,9.67,5.26,14.93,10.34,0.72,14.93,0.14,,,,,83.47,38.15,158.1,1266.29,1001.06,,24.28,3.35,,,
23-05-2024 00:00,8.01,52.26,10.32,4.62,14.94,11.07,0.73,15.06,0.14,,,,,85.24,38.51,145.98,1266.29,1000.3,,23.21,3.51,,,
24-05-2024 00:00,8.87,47.35,13.53,4.35,17.88,11.8,0.73,15.11,0.14,,,,,84.59,38.33,141.88,1266.29,1000.19,,22.68,3.79,,,
25-05-2024 00:00,8.72,46.49,13.26,4.21,17.47,11.48,0.73,15.1,0.14,,,,,80.34,38.4,134.11,1266.29,1001.36,,22.88,4.12,,,
26-05-2024 00:00,8.41,47.65,10.62,4.49,15.11,11.28,0.73,15.16,0.14,,,,,81.06,38.55,161.04,1266.29,1002.21,,22.96,4.34,,,
27-05-2024 00:00,7.91,59.41,10.16,4.3,14.47,10.24,0.72,15.18,0.14,,,,,82.52,37.73,149.8,1266.29,1001.64,,22.03,4.22,,,
28-05-2024 00:00,5.32,52.53,10.89,4.42,15.3,11.23,0.73,15.11,0.14,,,,,79.74,38.51,146.75,1266.29,,,23.18,4.64,,,
29-05-2024 00:00,6.06,60.7,10.89,4.25,15.14,10.58,0.73,15.18,0.14,,,,,76.45,38.2,134.43,1266.29,,,23.51,4.8,,,
