Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),From Date,PM2.5,PM10,NO,NO2,NOx,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,RH,WS,WD,SR,BP,VWS,AT,NH3,Temp,To Date,Xylene
2023-05-13,22.44903846153846,86.83711538461537,58.68482142857143,22.29517857142857,80.96803571428572,9.17125,29.256071428571428,0.9635714285714286,17.445357142857144,0.5758928571428571,,,,1.37125,7.798035714285715,29.0,74.92571428571429,0.91375,194.0705357142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-14,21.58833333333333,96.798125,81.156875,26.58142361111111,107.7271875,10.812534722222225,23.36118055555556,0.8382638888888888,17.538020833333334,0.5829513888888889,,,,1.4010416666666667,7.9634375,29.0,71.33982638888888,0.9269791666666666,214.1739930555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,19.19458333333333,83.59336805555556,68.80190972222222,23.8503125,92.6421875,9.144340277777776,23.161875,0.7361458333333334,17.400833333333335,0.4111805555555556,,,,0.8646875,6.528333333333333,29.0,70.12420138888889,0.9220833333333333,201.16885416666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-16,20.739479166666666,51.78552083333333,46.92263888888889,22.267534722222223,69.18364583333333,7.421458333333334,15.690416666666666,0.7206597222222223,17.488333333333333,0.4834722222222222,,,,1.2974305555555554,4.646597222222222,28.19496527777778,70.26482638888889,0.7556250000000001,174.71399305555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-17,20.9425,56.7934375,37.287083333333335,18.49888888888889,55.77770833333333,5.700381944444445,19.483090277777777,0.7480555555555556,21.77829861111111,0.4658680555555556,,,,0.4917361111111111,4.627465277777778,29.28923611111111,66.8470486111111,0.882361111111111,177.98934027777776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-18,16.608373015873013,54.585,48.525615942028985,19.56076086956521,68.0730072463768,6.609891304347826,23.1222463768116,0.6802173913043478,17.40304347826087,0.3305072463768116,,,,0.4666304347826087,5.442463768115943,29.0,70.10239130434783,0.9063768115942028,189.05721014492752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-19,15.552777777777775,53.9084375,51.20434027777778,19.57947916666667,70.77208333333333,6.8709375,22.84277777777778,0.6527430555555556,17.330729166666668,0.3554166666666666,,,,0.8222916666666666,5.311631944444445,29.0,71.10770833333333,0.9200347222222224,193.7734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-20,12.743369565217392,59.17906249999999,50.98677083333334,19.536666666666665,70.5121875,6.8853125,22.900729166666665,0.6658333333333334,17.282708333333332,0.2923263888888889,,,,0.6339583333333333,5.290555555555556,29.0,69.4875,0.8964236111111111,190.94899305555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-21,12.549131944444444,59.66520833333333,54.77006944444445,20.168194444444445,74.92822916666667,6.977430555555556,22.910625,0.6124652777777778,17.2609375,0.3496875,,,,0.8650347222222222,5.849687500000001,29.0,69.28447916666667,0.9187847222222222,193.5783333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-22,14.028636363636364,49.44119565217392,43.03722222222223,19.24482638888889,62.27236111111111,5.721701388888889,22.77854166666667,0.6565625,17.27857638888889,0.3947916666666666,,,,0.584375,5.415729166666666,29.0,70.5775,0.9233333333333332,180.77267361111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23,18.21427083333333,53.758541666666666,48.80111111111111,19.668125,68.45958333333333,6.263506944444444,22.83649305555556,0.6925,17.36888888888889,0.3555902777777777,,,,0.6934027777777777,4.926770833333333,29.0,70.69892361111111,0.9271527777777776,205.43444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24,12.035000000000002,42.1509375,47.23670138888889,19.370625,66.59666666666666,6.084756944444444,22.79145833333333,0.6972916666666666,17.355625,0.3489930555555555,,,,0.5479861111111111,4.545138888888889,29.0,69.42885416666667,0.9094791666666668,169.52697916666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,15.126319444444444,51.77072916666666,49.35899305555555,19.073090277777776,68.42128472222221,6.060659722222223,22.88086805555556,0.7030555555555557,17.422743055555554,0.3161805555555555,,,,0.7672916666666666,5.308055555555556,29.0,70.73600694444444,0.9786111111111112,199.32625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-26,19.97559027777778,60.60125,44.44385416666666,17.232222222222223,61.66420138888889,5.278159722222222,22.81427083333333,0.7444444444444445,17.394618055555558,0.3895486111111111,,,,0.7198611111111112,5.012881944444445,29.0,69.74170138888888,1.0113541666666668,214.09940972222225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,18.33657894736842,58.196447368421055,40.22065789473684,16.27092105263158,56.48315789473685,4.911842105263158,22.78736842105263,0.7481578947368421,17.37815789473684,0.4775,,,,0.805921052631579,5.338552631578947,29.0,69.97605263157895,1.0177631578947368,227.8932894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-28,9.294230769230769,46.49057692307693,27.20602564102564,14.189551282051282,41.3873717948718,3.484679487179488,22.532179487179487,0.5881410256410257,17.223076923076924,0.2588461538461538,,,,0.2525641025641025,4.35897435897436,29.0,67.29666666666667,0.9672435897435896,187.1896794871795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-29,13.732608695652177,58.1354347826087,32.02760869565218,14.826739130434785,46.84543478260869,3.887210144927536,22.68152173913043,0.7201449275362318,18.99886363636364,0.3457608695652174,,,,0.4335144927536232,3.6428623188405793,29.0,69.59090579710146,1.0057608695652174,200.33601449275363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30,16.078392857142855,52.44553571428571,20.513214285714287,16.52166666666667,37.02494047619047,3.0225,22.554285714285715,0.8310714285714286,19.679166666666667,0.5018452380952381,,,,0.6474404761904762,1.3063690476190477,29.0,66.89553571428571,0.973809523809524,157.83553571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,18.0375,60.35,28.638541666666665,14.635902777777778,43.264375,3.5759375,22.6171875,0.7664236111111111,13.822500000000002,0.4052777777777778,,,,0.5967708333333334,1.2931597222222222,29.0,70.23770833333333,1.0,179.5329513888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,13.275520833333331,42.121875,29.481736111111115,14.89451388888889,44.36635416666667,3.664375,22.59625,0.7356597222222222,17.224916666666665,0.2919444444444444,,,,0.6092708333333333,1.3468402777777777,28.99708333333333,71.18899305555556,0.9861805555555556,204.6095486111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,20.654166666666665,55.50177083333333,38.887256944444445,17.619652777777777,56.49677083333333,4.857118055555556,22.792777777777776,0.8313541666666667,17.653229166666666,0.4505555555555555,,,,1.0840625,1.793298611111111,28.99,70.68923611111111,0.9773958333333334,203.4572222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,16.9775,70.52374999999999,34.144305555555555,15.274375,49.409201388888896,4.119861111111111,22.730763888888887,0.7452430555555556,17.235555555555557,0.3363194444444444,,,,0.7819791666666666,1.5379861111111113,28.99,70.30694444444445,0.9832291666666668,194.1915625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-04,13.362604166666666,61.01229166666667,50.222951388888895,18.2990625,68.5123611111111,6.024166666666667,22.937916666666663,0.6959375,17.344652777777778,0.3638888888888889,,,,1.1607291666666668,2.0579513888888887,28.99,69.67340277777778,0.9182986111111112,193.56125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05,7.983068181818182,43.728863636363634,39.77413194444444,15.418298611111112,55.16229166666667,4.775868055555556,22.96118055555556,0.6204861111111112,17.753888888888888,0.1817708333333333,,,,0.7200694444444444,1.45125,28.99,69.66486111111111,0.9191666666666666,122.5125347222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,10.395625,44.325520833333336,40.289375,16.399583333333332,56.678125,5.011979166666666,22.798125,0.7123958333333333,17.37975,0.243125,,,,0.7234375000000001,1.5561458333333331,28.99,70.10072916666667,0.9371875,176.613125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-07,11.693541666666668,29.441145833333334,36.87326388888889,16.29885416666667,53.16166666666667,4.608645833333333,23.125416666666663,0.7055902777777777,,0.2415972222222222,,,,0.5758333333333333,1.3397916666666667,28.99,71.49649305555556,0.9668055555555556,161.5234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-08,15.011770833333332,26.748854166666664,34.518368055555555,15.641076388888887,50.14951388888889,4.196666666666666,23.613645833333333,0.6761458333333333,14.14,0.2284027777777777,,,,0.3004166666666666,1.0805902777777778,28.99,72.55725694444445,1.0084722222222222,190.51375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,17.11934782608696,32.03445652173913,44.43753472222222,16.684375,61.110659722222216,5.276840277777778,23.8059375,0.6698958333333334,,0.2793402777777777,,,,0.5667708333333333,1.471111111111111,28.99,75.0990625,1.0049652777777778,203.5364236111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,22.241,43.67,35.38428571428572,15.011785714285717,50.38535714285714,4.175119047619047,23.58440476190476,0.7661904761904762,,1.0664682539682542,,,,64.31087301587301,111.42507936507936,28.990714285714283,76.3372619047619,1.0208333333333333,225.64353174603173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-11,24.60804347826087,36.83347826086956,68.56736111111111,22.238333333333333,90.79489583333331,7.740451388888889,24.285520833333333,0.7784722222222222,,1.3479166666666669,,,,128.61138888888888,244.5860416666667,28.99,78.44361111111111,0.9554513888888888,258.44170138888893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-12,23.942048611111108,42.44579861111111,52.56944444444445,19.193472222222223,71.75319444444445,6.025590277777778,23.9884375,0.8016666666666667,,0.6147569444444444,,,,38.55826388888889,89.7673611111111,28.99,75.54711805555556,0.9521180555555556,218.0198958333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,24.09967391304348,50.8146875,55.43836805555555,19.90493055555556,75.3328125,6.4753125,24.0253125,0.8192013888888888,20.808888888888887,0.5294791666666666,,,,21.3884375,53.35472222222222,28.99,75.71381944444444,0.9626041666666666,222.88340277777772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-14,29.18663043478261,62.74163194444444,53.54232638888889,18.881319444444443,72.41194444444444,6.188958333333333,24.059583333333336,0.824375,16.168333333333333,0.4541666666666666,,,,14.237361111111111,36.21173611111112,28.99,74.77805555555555,0.9654861111111112,212.32788194444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-15,25.984583333333333,62.80479166666667,51.90020833333333,18.867881944444445,70.75812499999999,6.0136458333333325,23.9521875,0.8274652777777778,,0.4082291666666666,,,,10.573125,27.61958333333333,28.99,73.755625,0.9579861111111112,220.80979166666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16,26.821145833333333,71.52979166666667,45.65725694444444,17.17253472222222,62.81840277777778,5.351597222222222,23.8571875,0.775798611111111,,0.3141666666666666,,,,4.601041666666666,13.233368055555555,28.99,71.65607638888889,0.9580902777777776,206.22208333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17,25.916979166666668,73.3503125,44.13274305555556,17.014444444444447,61.1371875,5.116423611111111,23.81864583333333,0.8347569444444445,16.28,0.4017013888888889,,,,3.5357291666666666,9.949375,28.99,71.50354166666666,0.955625,220.3070833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18,27.0971875,50.850625,61.141875,20.42489583333333,81.55624999999999,7.181145833333333,24.086250000000003,0.7395833333333334,,0.3333333333333333,,,,1.769375,4.740104166666667,28.99,71.0,0.92,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19,29.51375,67.73614583333334,48.21746527777778,18.339791666666667,66.54569444444444,5.787395833333334,23.9434375,0.8277430555555556,34.81,0.409861111111111,,,,1.202013888888889,3.0261805555555554,28.99,70.74138888888889,0.9557986111111112,270.0877083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-20,33.08108695652174,73.83052083333332,52.108715277777776,19.722881944444445,71.82215277777777,6.150347222222223,24.00951388888889,0.8464930555555555,10.75,0.3936458333333333,,,,1.1075347222222225,2.5244097222222224,28.99,74.43121527777778,0.9460763888888888,192.00774305555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-21,31.826354166666665,65.8184375,47.326875,18.740972222222226,66.05729166666667,5.781944444444445,23.930347222222224,0.8296180555555556,,0.3992708333333333,,,,0.9292013888888888,1.910763888888889,28.99,75.06114583333333,0.9545833333333332,196.6708333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-22,30.89614583333333,63.75270833333334,49.60364583333333,18.59024305555556,68.18357638888888,5.994861111111111,23.974166666666665,0.8550347222222222,30.075,0.3136805555555556,,,,0.469375,1.3747569444444443,28.99,74.20138888888889,0.9624652777777776,220.0367708333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-23,26.288958333333337,49.32874999999999,59.59996527777778,20.150729166666668,79.73854166666666,7.059340277777778,24.18142361111111,0.8556597222222222,,0.2732986111111111,,,,0.2870138888888889,1.2278125,28.99,77.41746527777778,0.9564236111111112,221.7352430555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-24,26.332708333333333,48.29197916666666,57.83923611111111,19.529652777777777,77.35916666666667,6.700486111111111,24.114791666666665,0.8957638888888889,,0.3241666666666666,,,,0.2040277777777777,1.046111111111111,28.99,77.58465277777778,0.951076388888889,210.20555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-25,28.138229166666665,52.13822916666667,72.0448611111111,22.974409722222223,95.00909722222222,8.224027777777778,24.339131944444446,0.8298611111111112,,0.3437847222222221,,,,0.04,0.9216319444444444,28.99,76.83302083333334,0.9486458333333332,240.43545138888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-26,26.250937500000003,46.56604166666667,58.39895833333333,19.963125,78.3496875,6.821354166666667,24.0921875,0.8339583333333334,,0.2841319444444444,,,,0.101875,0.7068402777777778,28.99,76.72055555555555,0.9658333333333332,214.21565972222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-27,24.796929824561403,45.74315789473684,62.10306818181818,20.434166666666663,82.52632575757576,7.0838636363636365,24.2034126984127,0.879810606060606,,0.3431818181818182,,,,0.0852272727272727,0.889469696969697,28.99,76.65602272727273,0.9693181818181816,215.8301136363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-28,22.59965909090909,37.9125,51.50880952380952,19.96829365079365,71.46555555555555,6.06797619047619,25.00142857142857,0.911746031746032,19.119074074074074,0.382579365079365,,,,0.3942460317460317,1.1428174603174603,28.99,77.09619047619047,0.964047619047619,213.01357142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-29,23.6331746031746,35.1165,73.6401388888889,22.809513888888887,96.42177083333333,9.057673611111111,25.227326388888887,0.8077430555555556,20.317222222222224,0.3087152777777778,,,,0.04,0.7674652777777777,28.99,77.4040625,0.9520833333333334,243.07038194444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,19.061904761904763,26.45179166666667,56.56194444444444,19.673194444444444,76.22586805555555,6.642569444444445,24.266284722222224,0.7856944444444444,19.73059027777778,0.2727430555555555,,,,0.04,0.5448611111111111,28.99,76.74836805555556,0.9598263888888888,215.50177083333327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,16.878988095238096,28.662,57.98413043478261,19.97800724637681,77.95144927536232,7.060471014492753,24.274891304347825,0.7934057971014493,19.599855072463768,0.2852898550724637,,,,0.1101086956521739,0.8059420289855072,28.99,74.72771739130435,0.9553985507246376,214.44739130434783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-02,22.2495,31.3065,77.93111111111111,25.00277777777778,102.92175925925926,9.36462962962963,24.734861111111112,0.7279629629629629,18.576666666666668,0.3137962962962963,,,,0.0655555555555555,0.9479629629629628,28.989999999999995,75.08416666666666,0.9254629629629628,193.92379629629627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03,15.549649122807017,36.542881944444446,44.12210144927536,16.773731884057973,60.88605072463768,5.435108695652174,25.308392857142856,0.7315579710144927,19.406413043478263,0.2568115942028985,,,,0.04,0.5045652173913043,28.99,78.6731884057971,0.9732608695652176,213.3040579710145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,24.205277777777777,45.57277777777778,40.15947916666666,16.223489583333333,56.37260416666667,5.353177083333334,24.161535087719297,0.7580208333333334,19.164947916666662,0.2733854166666666,,,,0.04,0.1285416666666666,28.99,78.818125,0.9323958333333332,183.16015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,29.51368421052632,68.6113596491228,47.87298245614036,16.60513157894737,63.859166666666674,5.3861842105263165,24.6480701754386,0.8182456140350878,19.22206140350877,0.1804824561403508,,,,0.04,0.03,28.99,79.87802631578947,0.9633333333333334,196.3033333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,32.30616666666667,75.80816666666666,75.67140625,24.27859375,99.93348958333333,7.959791666666667,26.37296875,0.9894270833333332,19.37364583333333,0.2406770833333333,,,,0.04,0.08078125,28.99,80.0,0.9766666666666668,230.30979166666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,24.570520833333333,62.236250000000005,67.94291666666666,21.71680555555556,89.64999999999999,7.154548611111111,24.55201388888889,0.787986111111111,24.33489583333333,0.1452777777777777,,,,0.04,0.03,28.99,78.510625,0.9413541666666668,170.08875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-08,24.436631944444443,53.31815217391305,71.10927083333333,22.72395833333333,93.82350694444445,7.908298611111111,24.656458333333333,0.8529861111111111,31.5284375,0.1977777777777777,,,,0.04,0.0976041666666666,28.99,79.9453125,0.9739236111111113,227.0590625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-09,25.212604166666665,58.89947916666667,83.71552083333334,25.468333333333334,109.17416666666666,9.685,24.864166666666662,0.7876041666666667,31.426145833333333,0.2368749999999999,,,,0.04,0.0630208333333333,28.99,77.65788194444444,0.9382291666666668,213.48354166666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,25.174375,65.056875,72.104375,23.225625,95.32052083333332,8.479583333333332,24.7365625,0.8551041666666667,31.301909722222224,0.2154513888888889,,,,0.04,0.0388541666666666,28.99,75.73635416666667,0.9577083333333332,197.56982638888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-11,24.1459375,61.005208333333336,64.595625,21.650104166666665,86.23635416666667,7.8428125,24.625312500000003,0.9470833333333334,31.318854166666668,0.2285416666666666,,,,0.0470833333333333,0.1988541666666666,28.99,77.88805555555555,0.9728125,223.2386458333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,25.94658333333333,57.11829166666666,62.71233333333333,21.166083333333333,83.86858333333333,7.649208333333332,24.618791666666667,0.9090416666666666,31.68408333333333,0.1881666666666666,,,,0.04,0.0605833333333333,28.99,77.738875,0.9699166666666666,215.14408333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,18.33875,38.001354166666665,62.423541666666665,20.304895833333333,82.71604166666667,8.182708333333332,29.527638888888887,0.9552083333333332,31.063020833333336,0.1526041666666666,,,,0.04,0.0344791666666666,28.99,79.76399305555556,0.9501041666666666,189.4060763888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,23.050416666666667,50.62229166666666,67.29489583333333,21.90697916666667,89.19392361111112,9.014201388888887,26.6653125,1.041770833333333,31.367395833333333,0.1693055555555555,,,,0.04,0.03,28.99,78.8215625,0.9696875,227.3877083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,24.32104166666667,59.102291666666666,71.15309027777778,22.919097222222224,94.06239583333333,9.483125,26.0203125,1.0783333333333334,31.442326388888887,0.1930555555555555,,,,0.0532291666666666,0.0679513888888889,28.99,76.9407638888889,0.954201388888889,202.61059027777776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-16,23.016145833333336,59.74156249999999,94.77802083333334,28.552291666666665,123.32,12.031666666666666,24.238645833333333,0.9838194444444444,31.46864583333333,0.2736111111111111,,,,0.04,0.1966666666666666,28.99,76.79760416666666,0.9425347222222222,212.0328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,20.156354166666667,64.124375,83.71354166666667,26.3203125,110.02270833333334,10.563541666666667,24.09239583333333,0.965625,31.327291666666667,0.2402083333333333,,,,0.2228125,0.3225,28.99,75.69354166666666,0.9354166666666668,164.39354166666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,18.8053125,71.3521875,78.1471875,25.165208333333336,103.301875,10.0528125,24.02354166666667,0.8623958333333334,31.292916666666667,0.1681944444444444,,,,0.04,0.0359375,28.99,73.51725694444444,0.9183333333333332,117.57934027777776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-19,19.7346875,73.77239583333333,84.18944444444445,26.840729166666662,111.01989583333334,10.540069444444445,24.166979166666668,0.860763888888889,31.314409722222223,0.1702777777777777,,,,0.1040625,0.0529166666666666,28.99,73.13930555555555,0.9325,141.369375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-20,21.358229166666664,82.60625,89.01003472222222,28.071458333333336,117.07263888888887,11.200625,24.2528125,0.8798611111111111,31.48652777777778,0.1529861111111111,,,,0.2317361111111111,0.2237847222222222,28.99,74.42465277777778,0.9288194444444444,113.40559027777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-21,21.498541666666668,82.40197916666666,91.3659375,28.9478125,120.30538194444443,11.42736111111111,24.3703125,0.8780902777777778,31.548541666666665,0.1636805555555555,,,,0.04,0.03,28.99,73.92055555555555,0.9067708333333332,110.2962847222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,21.568840579710145,61.20739130434782,92.76274305555556,29.560138888888886,122.31361111111111,11.833055555555555,24.36486111111111,0.9930555555555556,31.553125,0.2083333333333333,,,,0.3199652777777778,0.3617013888888888,28.99,78.41236111111111,0.9480555555555557,185.0822222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-23,21.165590277777778,60.58260416666667,120.8675,35.809756944444445,156.66805555555555,15.55517361111111,24.807916666666667,0.8525347222222223,31.33875,0.2309722222222222,,,,0.04,0.1401388888888889,28.99,78.1015625,0.9234722222222222,165.50881944444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-24,20.173531746031745,48.03904761904762,110.45329710144928,33.15489130434783,143.5975,14.11413043478261,24.872572463768115,1.0118478260869566,31.00489130434783,0.2666666666666666,,,,0.04,0.3409782608695652,28.99,79.1686231884058,0.966231884057971,180.939384057971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-25,21.392777777777777,50.81916666666667,104.41190972222222,32.14010416666667,136.53951388888888,13.703229166666668,24.77013888888889,0.9822222222222222,31.916944444444443,0.2852083333333333,,,,0.04,0.3914930555555556,28.99,79.39190972222222,0.9728472222222222,206.59065972222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-26,20.8040625,45.91677083333334,94.04791666666668,29.227604166666666,123.26625,13.098541666666668,24.33875,1.0486458333333333,31.17958333333333,0.3713541666666666,,,,0.04,0.4072916666666666,28.99,79.44541666666667,0.934375,209.51822916666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-27,23.514444444444447,59.57216666666667,76.19744444444444,25.654722222222222,101.84266666666666,10.853277777777778,24.09122222222222,1.0215,31.50227777777778,0.3438888888888888,,,,0.04,0.3547777777777777,28.99,75.25105555555555,0.9646111111111112,205.78944444444448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28,23.118125000000003,58.84635416666666,93.88951388888889,29.656736111111112,123.53413194444444,12.56434027777778,24.36427083333333,1.0161805555555556,31.34045138888889,0.2863888888888888,,,,0.1007638888888888,0.2585069444444444,28.99,76.75736111111111,0.9514930555555556,192.03666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-29,22.82875,59.19739583333333,97.13239583333332,30.18347222222222,127.30440972222222,12.614722222222222,24.415590277777778,1.0654861111111111,31.322152777777777,0.2872569444444444,,,,0.0463541666666666,0.3347569444444444,28.99,75.37631944444445,0.9536458333333332,210.9930555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-30,21.7990625,52.846562500000005,142.24152777777778,41.026631944444446,183.2594791666667,17.769131944444442,25.194791666666664,0.9472916666666666,31.783888888888885,0.2655902777777778,,,,0.0562499999999999,0.2696875,28.99,75.97489583333333,0.9392708333333334,201.10170138888887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-31,20.357569444444444,51.33604166666667,133.04309027777776,39.33534722222223,172.37267361111108,16.368645833333336,25.113819444444445,0.9908333333333332,31.21486111111111,0.2356944444444444,,,,0.2655902777777778,0.3527430555555555,28.99,76.0370486111111,0.9582986111111113,175.2769097222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,18.576041666666665,55.7421875,142.86260416666667,41.45395833333333,184.30572916666665,17.483159722222222,25.269791666666663,0.9600694444444444,31.59548611111111,0.1756597222222222,,,,0.0569791666666666,0.0496874999999999,28.99,74.71638888888889,0.9450347222222222,151.84284722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-02,42.38979166666667,103.461875,60.87451388888889,18.597291666666667,79.46944444444445,9.96888888888889,12.56263888888889,0.6017361111111111,25.385416666666668,0.1821527777777777,,,,0.1415625,0.2380208333333333,26.53211805555556,70.51631944444445,0.9801736111111112,149.51256944444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-03,25.675520833333334,75.54197916666666,114.04104166666669,34.74892361111111,148.78361111111113,14.960034722222224,21.03322916666667,0.898125,29.668159722222224,0.18,,,,0.0704166666666666,0.1136458333333333,27.86145833333333,71.73434027777778,0.9419097222222222,188.7949305555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04,18.116979166666667,52.40052083333333,194.9202430555556,55.2890625,250.1979861111112,23.605208333333334,26.085277777777776,0.9415625,31.54743055555556,0.1732291666666666,,,,0.04,0.03625,28.99,74.97145833333333,0.9036458333333334,146.76864583333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,19.794131944444445,69.54104166666666,154.70739583333332,45.38951388888889,200.0874652777778,18.57902777777777,25.39333333333333,1.0196180555555554,31.53902777777777,0.1801388888888888,,,,0.04,0.1192013888888888,28.99,74.86211805555556,0.9375694444444445,169.67274305555554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
